Localidade;Ano;PopulacaoEstimada0-4;PopulacaoEstimada5-9;PopulacaoEstimada10-14;PopulacaoEstimada15-19;PopulacaoEstimada20-29;PopulacaoEstimada30-39;PopulacaoEstimada40-49;PopulacaoEstimada50-59;PopulacaoEstimada60-69;PopulacaoEstimada70-79;PopulacaoEstimada80
Minaçu;2006;3407;3677;3801;3897;6577;5340;3773;2210;1169;549;184
Minaçu;2008;2801;2925;2891;2956;5994;5039;3947;2591;1529;698;276
Minaçu;2009;2672;2916;2795;2884;5882;5052;3967;2651;1587;725;288
Minaçu;2011;;;;;;;;;;;
Minaçu;2012;;;;;;;;;;;
Minaçu;2013;;;;;;;;;;;
Minaçu;2014;;;;;;;;;;;
Minaçu;2015;;;;;;;;;;;
Minaçu;2016;;;;;;;;;;;
Minaçu;2017;;;;;;;;;;;
Minaçu;2018;;;;;;;;;;;
Minaçu;2019;;;;;;;;;;;
Mineiros;1992;;;;;;;;;;;
Mineiros;1993;;;;;;;;;;;
Mineiros;1994;;;;;;;;;;;
Mineiros;1995;;;;;;;;;;;
Mineiros;1997;;;;;;;;;;;
Mineiros;1998;;;;;;;;;;;
Mineiros;1999;;;;;;;;;;;
Mineiros;2001;3672;4125;4071;4229;7148;6117;4552;2763;1744;981;431
Mineiros;2002;3751;4212;4156;4319;7300;6247;4650;2822;1781;1002;440
Mineiros;2003;3822;4293;4236;4400;7438;6366;4738;2875;1816;1021;448
Mineiros;2004;3892;4372;4313;4483;7576;6484;4825;2929;1849;1040;457
Mineiros;2005;4053;4552;4491;4667;7889;6751;5024;3049;1925;1082;475
Mineiros;2006;4135;4645;4582;4762;8048;6887;5125;3111;1964;1104;485
Mineiros;2008;3939;3861;4139;4414;8970;7387;6052;4140;2510;1395;693
Mineiros;2009;3893;3947;4023;4457;9082;7577;6196;4348;2632;1447;729
Mineiros;2011;;;;;;;;;;;
Mineiros;2012;;;;;;;;;;;
Mineiros;2013;;;;;;;;;;;
Mineiros;2014;;;;;;;;;;;
Mineiros;2015;;;;;;;;;;;
Mineiros;2016;;;;;;;;;;;
Mineiros;2017;;;;;;;;;;;
Mineiros;2018;;;;;;;;;;;
Mineiros;2019;;;;;;;;;;;
Moiporá;1992;;;;;;;;;;;
Moiporá;1993;;;;;;;;;;;
Moiporá;1994;;;;;;;;;;;
Moiporá;1995;;;;;;;;;;;
Moiporá;1997;;;;;;;;;;;
Moiporá;1998;;;;;;;;;;;
Moiporá;1999;;;;;;;;;;;
Moiporá;2001;170;186;172;172;325;311;259;186;129;57;31
Moiporá;2002;166;184;169;169;321;307;257;184;128;57;30
Moiporá;2003;166;183;168;169;317;304;254;181;127;56;30
Moiporá;2004;162;180;167;167;313;300;251;179;125;55;30
Moiporá;2005;158;176;162;162;305;293;244;175;122;54;29
Moiporá;2006;157;173;158;158;301;289;240;173;120;53;28
Moiporá;2008;125;134;145;141;259;274;282;238;162;83;38
Moiporá;2009;114;133;135;140;255;268;284;245;161;88;41
Moiporá;2011;;;;;;;;;;;
Moiporá;2012;;;;;;;;;;;
Moiporá;2013;;;;;;;;;;;
Moiporá;2014;;;;;;;;;;;
Moiporá;2015;;;;;;;;;;;
Moiporá;2016;;;;;;;;;;;
Moiporá;2017;;;;;;;;;;;
Moiporá;2018;;;;;;;;;;;
Moiporá;2019;;;;;;;;;;;
Monte Alegre de Goiás;1992;;;;;;;;;;;
Monte Alegre de Goiás;1993;;;;;;;;;;;
Monte Alegre de Goiás;1994;;;;;;;;;;;
Monte Alegre de Goiás;1995;;;;;;;;;;;
Monte Alegre de Goiás;1997;;;;;;;;;;;
Monte Alegre de Goiás;1998;;;;;;;;;;;
Monte Alegre de Goiás;1999;;;;;;;;;;;
Monte Alegre de Goiás;2001;752;814;878;859;998;838;640;414;348;159;76
Monte Alegre de Goiás;2002;740;800;864;844;982;825;629;407;343;157;74
Monte Alegre de Goiás;2003;729;788;851;830;968;811;620;401;337;154;73
Monte Alegre de Goiás;2004;717;775;836;819;952;798;610;394;332;152;72
Monte Alegre de Goiás;2005;691;746;806;787;916;769;587;380;319;146;69
Monte Alegre de Goiás;2006;677;731;790;772;899;754;576;373;313;143;68
Monte Alegre de Goiás;2008;796;756;706;722;1385;871;815;595;385;275;112
Monte Alegre de Goiás;2009;780;768;690;698;1401;884;828;619;396;285;118
Monte Alegre de Goiás;2011;;;;;;;;;;;
Monte Alegre de Goiás;2012;;;;;;;;;;;
Monte Alegre de Goiás;2013;;;;;;;;;;;
Monte Alegre de Goiás;2014;;;;;;;;;;;
Monte Alegre de Goiás;2015;;;;;;;;;;;
Monte Alegre de Goiás;2016;;;;;;;;;;;
Monte Alegre de Goiás;2017;;;;;;;;;;;
Monte Alegre de Goiás;2018;;;;;;;;;;;
Monte Alegre de Goiás;2019;;;;;;;;;;;
Montes Claros de Goiás;1992;;;;;;;;;;;
Montes Claros de Goiás;1993;;;;;;;;;;;
Montes Claros de Goiás;1994;;;;;;;;;;;
Montes Claros de Goiás;1995;;;;;;;;;;;
Montes Claros de Goiás;1997;;;;;;;;;;;
Montes Claros de Goiás;1998;;;;;;;;;;;
Montes Claros de Goiás;1999;;;;;;;;;;;
Montes Claros de Goiás;2001;665;807;743;740;1400;1296;934;640;454;195;66
Montes Claros de Goiás;2002;662;802;738;735;1392;1289;929;636;451;194;65
Montes Claros de Goiás;2003;658;797;734;731;1384;1281;924;632;449;193;65
Montes Claros de Goiás;2004;654;793;731;727;1376;1274;918;629;446;191;64
Montes Claros de Goiás;2005;647;783;721;718;1358;1257;906;621;440;189;64
Montes Claros de Goiás;2006;642;778;716;714;1349;1249;900;617;437;188;63
Montes Claros de Goiás;2008;566;572;667;709;1332;1273;1130;804;568;331;117
Montes Claros de Goiás;2009;544;571;627;714;1317;1268;1144;835;581;347;124
Montes Claros de Goiás;2011;;;;;;;;;;;
Montes Claros de Goiás;2012;;;;;;;;;;;
Montes Claros de Goiás;2013;;;;;;;;;;;
Montes Claros de Goiás;2014;;;;;;;;;;;
Montes Claros de Goiás;2015;;;;;;;;;;;
Montes Claros de Goiás;2016;;;;;;;;;;;
Montes Claros de Goiás;2017;;;;;;;;;;;
Montes Claros de Goiás;2018;;;;;;;;;;;
Montes Claros de Goiás;2019;;;;;;;;;;;
Montividiu;1992;;;;;;;;;;;
Montividiu;1993;;;;;;;;;;;
Montividiu;1994;;;;;;;;;;;
Montividiu;1995;;;;;;;;;;;
Montividiu;1997;;;;;;;;;;;
Montividiu;1998;;;;;;;;;;;
Montividiu;1999;;;;;;;;;;;
Montividiu;2001;765;890;886;796;1475;1393;915;433;272;100;46
Montividiu;2002;786;913;909;818;1514;1431;939;445;279;102;48
Montividiu;2003;806;938;934;838;1553;1467;964;457;287;105;49
Montividiu;2004;826;961;956;859;1592;1504;988;468;294;107;50
Montividiu;2005;873;1014;1009;905;1679;1587;1042;494;310;114;53
Montividiu;2006;895;1040;1035;930;1724;1629;1070;507;318;117;54
Montividiu;2008;879;818;919;1045;1898;1599;1276;745;338;187;62
Montividiu;2009;883;840;888;1053;1966;1621;1315;783;351;194;65
Montividiu;2011;;;;;;;;;;;
Montividiu;2012;;;;;;;;;;;
Montividiu;2013;;;;;;;;;;;
Montividiu;2014;;;;;;;;;;;
Montividiu;2015;;;;;;;;;;;
Montividiu;2016;;;;;;;;;;;
Montividiu;2017;;;;;;;;;;;
Montividiu;2018;;;;;;;;;;;
Montividiu;2019;;;;;;;;;;;
Montividiu do Norte;1992;;;;;;;;;;;
Montividiu do Norte;1993;;;;;;;;;;;
Montividiu do Norte;1994;;;;;;;;;;;
Montividiu do Norte;1995;;;;;;;;;;;
Montividiu do Norte;1997;;;;;;;;;;;
Montividiu do Norte;1998;;;;;;;;;;;
Montividiu do Norte;1999;;;;;;;;;;;
Montividiu do Norte;2001;422;436;441;428;660;551;423;325;157;72;34
Montividiu do Norte;2002;436;448;455;441;679;567;436;335;162;74;35
Montividiu do Norte;2003;448;463;470;455;701;585;450;345;167;76;37
Montividiu do Norte;2004;463;477;484;469;723;603;464;357;173;79;38
Montividiu do Norte;2005;494;509;518;500;772;644;495;380;184;85;40
Montividiu do Norte;2006;510;527;534;516;796;664;511;392;190;87;42
Montividiu do Norte;2008;443;455;431;416;777;669;616;427;248;94;45
Montividiu do Norte;2009;436;459;428;411;788;687;635;447;264;101;45
Montividiu do Norte;2011;;;;;;;;;;;
Montividiu do Norte;2012;;;;;;;;;;;
Montividiu do Norte;2013;;;;;;;;;;;
Montividiu do Norte;2014;;;;;;;;;;;
Montividiu do Norte;2015;;;;;;;;;;;
Montividiu do Norte;2016;;;;;;;;;;;
Montividiu do Norte;2017;;;;;;;;;;;
Montividiu do Norte;2018;;;;;;;;;;;
Montividiu do Norte;2019;;;;;;;;;;;
Morrinhos;1992;;;;;;;;;;;
Morrinhos;1993;;;;;;;;;;;
Morrinhos;1994;;;;;;;;;;;
Morrinhos;1995;;;;;;;;;;;
Morrinhos;1997;;;;;;;;;;;
Morrinhos;1998;;;;;;;;;;;
Morrinhos;1999;;;;;;;;;;;
Morrinhos;2001;3069;3465;3542;3476;6325;5895;4582;3206;2276;1178;446
Morrinhos;2002;3107;3506;3584;3520;6402;5967;4638;3245;2303;1192;451
Morrinhos;2003;3142;3546;3626;3559;6475;6036;4690;3282;2330;1206;456
Morrinhos;2004;3177;3584;3667;3599;6547;6102;4744;3319;2355;1219;461
Morrinhos;2005;3257;3674;3757;3689;6711;6256;4862;3402;2415;1250;473
Morrinhos;2006;3297;3720;3803;3735;6795;6333;4923;3444;2445;1265;479
Morrinhos;2008;2911;3065;3259;3434;6750;6276;5626;4165;2698;1626;702
Morrinhos;2009;2837;3086;3166;3416;6790;6304;5773;4277;2767;1675;744
Morrinhos;2011;;;;;;;;;;;
Morrinhos;2012;;;;;;;;;;;
Morrinhos;2013;;;;;;;;;;;
Morrinhos;2014;;;;;;;;;;;
Morrinhos;2015;;;;;;;;;;;
Morrinhos;2016;;;;;;;;;;;
Morrinhos;2017;;;;;;;;;;;
Morrinhos;2018;;;;;;;;;;;
Morrinhos;2019;;;;;;;;;;;
Morro Agudo de Goiás;1992;;;;;;;;;;;
Morro Agudo de Goiás;1993;;;;;;;;;;;
Morro Agudo de Goiás;1994;;;;;;;;;;;
Morro Agudo de Goiás;1995;;;;;;;;;;;
Morro Agudo de Goiás;1997;;;;;;;;;;;
Morro Agudo de Goiás;1998;;;;;;;;;;;
Morro Agudo de Goiás;1999;;;;;;;;;;;
Morro Agudo de Goiás;2001;221;225;226;240;421;403;319;201;154;61;18
Morro Agudo de Goiás;2002;221;225;226;240;419;401;317;201;154;61;18
Morro Agudo de Goiás;2003;221;225;226;240;419;401;317;201;154;61;18
Morro Agudo de Goiás;2004;221;225;226;240;419;401;317;199;153;61;18
Morro Agudo de Goiás;2005;221;224;226;239;417;399;317;199;152;61;18
Morro Agudo de Goiás;2006;219;222;224;237;417;399;315;199;152;61;18
Morro Agudo de Goiás;2008;186;203;189;180;378;382;343;267;145;88;30
Morro Agudo de Goiás;2009;182;204;195;181;369;370;354;273;144;92;32
Morro Agudo de Goiás;2011;;;;;;;;;;;
Morro Agudo de Goiás;2012;;;;;;;;;;;
Morro Agudo de Goiás;2013;;;;;;;;;;;
Morro Agudo de Goiás;2014;;;;;;;;;;;
Morro Agudo de Goiás;2015;;;;;;;;;;;
Morro Agudo de Goiás;2016;;;;;;;;;;;
Morro Agudo de Goiás;2017;;;;;;;;;;;
Morro Agudo de Goiás;2018;;;;;;;;;;;
Morro Agudo de Goiás;2019;;;;;;;;;;;
Mossâmedes;1992;;;;;;;;;;;
Mossâmedes;1993;;;;;;;;;;;
Mossâmedes;1994;;;;;;;;;;;
Mossâmedes;1995;;;;;;;;;;;
Mossâmedes;1997;;;;;;;;;;;
Mossâmedes;1998;;;;;;;;;;;
Mossâmedes;1999;;;;;;;;;;;
Mossâmedes;2001;417;559;565;576;903;894;645;499;392;146;59
Mossâmedes;2002;410;549;554;564;885;877;632;490;384;143;58
Mossâmedes;2003;400;537;542;554;866;858;619;479;376;139;57
Mossâmedes;2004;391;526;529;540;847;840;605;469;368;136;56
Mossâmedes;2005;373;500;503;513;805;798;576;445;350;130;53
Mossâmedes;2006;363;486;491;500;783;776;560;434;340;127;52
Mossâmedes;2008;318;307;373;423;805;714;764;555;406;242;81
Mossâmedes;2009;308;306;336;405;791;688;763;568;402;259;84
Mossâmedes;2011;;;;;;;;;;;
Mossâmedes;2012;;;;;;;;;;;
Mossâmedes;2013;;;;;;;;;;;
Mossâmedes;2014;;;;;;;;;;;
Mossâmedes;2015;;;;;;;;;;;
Mossâmedes;2016;;;;;;;;;;;
Mossâmedes;2017;;;;;;;;;;;
Mossâmedes;2018;;;;;;;;;;;
Mossâmedes;2019;;;;;;;;;;;
Mozarlândia;1992;;;;;;;;;;;
Mozarlândia;1993;;;;;;;;;;;
Mozarlândia;1994;;;;;;;;;;;
Mozarlândia;1995;;;;;;;;;;;
Mozarlândia;1997;;;;;;;;;;;
Mozarlândia;1998;;;;;;;;;;;
Mozarlândia;1999;;;;;;;;;;;
Mozarlândia;2001;1034;1125;1188;1213;2173;1742;1132;776;524;211;119
Mozarlândia;2002;1050;1144;1207;1233;2208;1770;1150;788;533;214;120
Mozarlândia;2003;1061;1154;1219;1245;2229;1787;1161;796;538;217;122
Mozarlândia;2004;1071;1164;1230;1255;2249;1804;1172;803;542;219;123
Mozarlândia;2005;1091;1189;1257;1283;2297;1841;1197;820;555;223;125
Mozarlândia;2006;1105;1202;1268;1297;2321;1861;1210;828;560;226;127
Mozarlândia;2008;1131;1158;1173;1256;2606;2250;1713;1102;797;449;180
Mozarlândia;2009;1110;1183;1156;1249;2626;2310;1776;1152;837;483;188
Mozarlândia;2011;;;;;;;;;;;
Mozarlândia;2012;;;;;;;;;;;
Mozarlândia;2013;;;;;;;;;;;
Mozarlândia;2014;;;;;;;;;;;
Mozarlândia;2015;;;;;;;;;;;
Mozarlândia;2016;;;;;;;;;;;
Mozarlândia;2017;;;;;;;;;;;
Mozarlândia;2018;;;;;;;;;;;
Mozarlândia;2019;;;;;;;;;;;
Mundo Novo;1992;;;;;;;;;;;
Mundo Novo;1993;;;;;;;;;;;
Mundo Novo;1994;;;;;;;;;;;
Mundo Novo;1995;;;;;;;;;;;
Mundo Novo;1997;;;;;;;;;;;
Mundo Novo;1998;;;;;;;;;;;
Mundo Novo;1999;;;;;;;;;;;
Mundo Novo;2001;772;854;886;989;1596;1218;928;621;375;168;51
Mundo Novo;2002;789;875;908;1014;1635;1247;951;636;384;173;52
Mundo Novo;2003;814;902;936;1044;1683;1285;979;655;395;178;54
Mundo Novo;2004;836;927;963;1074;1731;1322;1007;674;406;184;55
Mundo Novo;2005;888;986;1024;1140;1842;1406;1071;716;432;195;59
Mundo Novo;2006;916;1016;1055;1176;1897;1448;1103;738;445;201;61
Mundo Novo;2008;579;585;594;613;1328;1088;878;643;362;179;67
Mundo Novo;2009;548;579;561;595;1273;1089;879;642;368;186;70
Mundo Novo;2011;;;;;;;;;;;
Mundo Novo;2012;;;;;;;;;;;
Mundo Novo;2013;;;;;;;;;;;
Mundo Novo;2014;;;;;;;;;;;
Mundo Novo;2015;;;;;;;;;;;
Mundo Novo;2016;;;;;;;;;;;
Mundo Novo;2017;;;;;;;;;;;
Mundo Novo;2018;;;;;;;;;;;
Mundo Novo;2019;;;;;;;;;;;
Mutunópolis;1992;;;;;;;;;;;
Mutunópolis;1993;;;;;;;;;;;
Mutunópolis;1994;;;;;;;;;;;
Mutunópolis;1995;;;;;;;;;;;
Mutunópolis;1997;;;;;;;;;;;
Mutunópolis;1998;;;;;;;;;;;
Mutunópolis;1999;;;;;;;;;;;
Mutunópolis;2001;355;406;414;409;668;629;398;296;229;109;38
Mutunópolis;2002;355;405;412;408;666;627;398;295;227;109;38
Mutunópolis;2003;350;401;409;404;664;626;397;295;227;109;38
Mutunópolis;2004;350;401;409;404;663;624;396;294;227;107;38
Mutunópolis;2005;350;400;407;403;659;620;393;292;225;107;37
Mutunópolis;2006;349;397;405;401;657;618;393;291;224;107;37
Mutunópolis;2008;319;327;341;355;722;609;547;355;267;168;68
Mutunópolis;2009;308;329;327;351;715;610;563;367;273;178;71
Mutunópolis;2011;;;;;;;;;;;
Mutunópolis;2012;;;;;;;;;;;
Mutunópolis;2013;;;;;;;;;;;
Mutunópolis;2014;;;;;;;;;;;
Mutunópolis;2015;;;;;;;;;;;
Mutunópolis;2016;;;;;;;;;;;
Mutunópolis;2017;;;;;;;;;;;
Mutunópolis;2018;;;;;;;;;;;
Mutunópolis;2019;;;;;;;;;;;
Nazário;1992;;;;;;;;;;;
Nazário;1993;;;;;;;;;;;
Nazário;1994;;;;;;;;;;;
Nazário;1995;;;;;;;;;;;
Nazário;1997;;;;;;;;;;;
Nazário;1998;;;;;;;;;;;
Nazário;1999;;;;;;;;;;;
Nazário;2001;535;626;695;671;1144;1068;787;540;396;185;54
Nazário;2002;535;629;696;674;1146;1069;788;540;397;185;54
Nazário;2003;540;631;700;676;1152;1075;793;544;399;186;54
Nazário;2004;541;636;703;681;1159;1081;798;547;401;188;54
Nazário;2005;548;644;712;689;1173;1095;807;553;407;190;55
Nazário;2006;553;648;716;694;1181;1101;813;557;409;191;55
Nazário;2008;555;589;614;664;1303;1150;1080;750;453;278;100
Nazário;2009;542;597;601;654;1325;1162;1104;782;461;287;107
Nazário;2011;;;;;;;;;;;
Nazário;2012;;;;;;;;;;;
Nazário;2013;;;;;;;;;;;
Nazário;2014;;;;;;;;;;;
Nazário;2015;;;;;;;;;;;
Nazário;2016;;;;;;;;;;;
Nazário;2017;;;;;;;;;;;
Nazário;2018;;;;;;;;;;;
Nazário;2019;;;;;;;;;;;
Nerópolis;1992;;;;;;;;;;;
Nerópolis;1993;;;;;;;;;;;
Nerópolis;1994;;;;;;;;;;;
Nerópolis;1995;;;;;;;;;;;
Nerópolis;1997;;;;;;;;;;;
Nerópolis;1998;;;;;;;;;;;
Nerópolis;1999;;;;;;;;;;;
Nerópolis;2001;1818;1926;1986;2015;3683;3107;2016;1276;894;380;157
Nerópolis;2002;1865;1976;2039;2067;3778;3187;2067;1309;916;390;161
Nerópolis;2003;1916;2029;2094;2124;3883;3275;2124;1345;942;401;165
Nerópolis;2004;1968;2085;2151;2182;3986;3363;2181;1381;967;411;169
Nerópolis;2005;2084;2210;2279;2312;4222;3562;2311;1463;1025;436;179
Nerópolis;2006;2144;2272;2343;2378;4344;3664;2377;1505;1054;449;185
Nerópolis;2008;1712;1732;1787;1888;3885;3326;2614;1565;894;525;192
Nerópolis;2009;1676;1748;1750;1875;3891;3384;2683;1615;903;536;198
Nerópolis;2011;;;;;;;;;;;
Nerópolis;2012;;;;;;;;;;;
Nerópolis;2013;;;;;;;;;;;
Nerópolis;2014;;;;;;;;;;;
Nerópolis;2015;;;;;;;;;;;
Nerópolis;2016;;;;;;;;;;;
Nerópolis;2017;;;;;;;;;;;
Nerópolis;2018;;;;;;;;;;;
Nerópolis;2019;;;;;;;;;;;
Niquelândia;1992;;;;;;;;;;;
Niquelândia;1993;;;;;;;;;;;
Niquelândia;1994;;;;;;;;;;;
Niquelândia;1995;;;;;;;;;;;
Niquelândia;1997;;;;;;;;;;;
Niquelândia;1998;;;;;;;;;;;
Niquelândia;1999;;;;;;;;;;;
Niquelândia;2001;3756;3896;4371;4362;6724;5694;4140;2573;1706;816;279
Niquelândia;2002;3735;3875;4348;4338;6689;5664;4119;2559;1697;811;278
Niquelândia;2003;3715;3853;4325;4314;6651;5632;4096;2545;1688;806;276
Niquelândia;2004;3694;3831;4300;4290;6614;5600;4073;2531;1678;802;275
Niquelândia;2005;3648;3782;4246;4235;6529;5529;4020;2498;1657;792;271
Niquelândia;2006;3623;3757;4217;4207;6486;5492;3994;2482;1647;787;269
Niquelândia;2008;3526;3530;3332;3519;7510;5841;5145;3475;2168;1197;477
Niquelândia;2009;3408;3546;3265;3373;7452;5948;5194;3628;2224;1256;506
Niquelândia;2011;;;;;;;;;;;
Niquelândia;2012;;;;;;;;;;;
Niquelândia;2013;;;;;;;;;;;
Niquelândia;2014;;;;;;;;;;;
Niquelândia;2015;;;;;;;;;;;
Niquelândia;2016;;;;;;;;;;;
Niquelândia;2017;;;;;;;;;;;
Niquelândia;2018;;;;;;;;;;;
Niquelândia;2019;;;;;;;;;;;
Nova América;1992;;;;;;;;;;;
Nova América;1993;;;;;;;;;;;
Nova América;1994;;;;;;;;;;;
Nova América;1995;;;;;;;;;;;
Nova América;1997;;;;;;;;;;;
Nova América;1998;;;;;;;;;;;
Nova América;1999;;;;;;;;;;;
Nova América;2001;187;187;220;212;376;331;239;191;145;77;31
Nova América;2002;191;191;225;216;379;334;241;192;145;78;31
Nova América;2003;192;192;225;217;381;337;242;193;146;78;32
Nova América;2004;192;192;225;217;384;339;244;195;147;80;32
Nova América;2005;196;196;230;221;390;344;248;198;150;81;32
Nova América;2006;198;198;232;224;394;347;250;200;150;81;33
Nova América;2008;163;194;173;178;349;329;295;225;188;123;54
Nova América;2009;152;187;170;167;355;325;298;232;195;126;60
Nova América;2011;;;;;;;;;;;
Nova América;2012;;;;;;;;;;;
Nova América;2013;;;;;;;;;;;
Nova América;2014;;;;;;;;;;;
Nova América;2015;;;;;;;;;;;
Nova América;2016;;;;;;;;;;;
Nova América;2017;;;;;;;;;;;
Nova América;2018;;;;;;;;;;;
Nova América;2019;;;;;;;;;;;
Nova Aurora;1992;;;;;;;;;;;
Nova Aurora;1993;;;;;;;;;;;
Nova Aurora;1994;;;;;;;;;;;
Nova Aurora;1995;;;;;;;;;;;
Nova Aurora;1997;;;;;;;;;;;
Nova Aurora;1998;;;;;;;;;;;
Nova Aurora;1999;;;;;;;;;;;
Nova Aurora;2001;134;124;149;185;331;317;268;185;152;71;16
Nova Aurora;2002;134;124;149;185;332;317;269;187;154;71;16
Nova Aurora;2003;134;124;149;187;333;319;271;187;154;72;16
Nova Aurora;2004;136;126;153;190;335;321;272;188;154;72;16
Nova Aurora;2005;138;128;154;190;338;323;274;190;156;73;16
Nova Aurora;2006;139;129;154;190;340;325;276;191;157;73;17
Nova Aurora;2008;128;146;131;132;363;353;350;269;163;112;37
Nova Aurora;2009;121;143;136;127;355;358;357;285;166;116;41
Nova Aurora;2011;;;;;;;;;;;
Nova Aurora;2012;;;;;;;;;;;
Nova Aurora;2013;;;;;;;;;;;
Nova Aurora;2014;;;;;;;;;;;
Nova Aurora;2015;;;;;;;;;;;
Nova Aurora;2016;;;;;;;;;;;
Nova Aurora;2017;;;;;;;;;;;
Nova Aurora;2018;;;;;;;;;;;
Nova Aurora;2019;;;;;;;;;;;
Nova Crixás;1992;;;;;;;;;;;
Nova Crixás;1993;;;;;;;;;;;
Nova Crixás;1994;;;;;;;;;;;
Nova Crixás;1995;;;;;;;;;;;
Nova Crixás;1997;;;;;;;;;;;
Nova Crixás;1998;;;;;;;;;;;
Nova Crixás;1999;;;;;;;;;;;
Nova Crixás;2001;1108;1138;1229;1243;2008;1706;1181;779;442;177;50
Nova Crixás;2002;1108;1138;1229;1243;2006;1704;1180;779;442;177;50
Nova Crixás;2003;1108;1138;1229;1243;2006;1704;1179;779;442;177;50
Nova Crixás;2004;1108;1138;1229;1243;2005;1704;1179;777;442;177;50
Nova Crixás;2005;1106;1134;1224;1238;2003;1702;1178;777;441;177;50
Nova Crixás;2006;1103;1133;1224;1238;2003;1702;1178;777;440;177;50
Nova Crixás;2008;1160;1166;1124;1169;2514;2069;1753;1147;696;320;103
Nova Crixás;2009;1133;1182;1116;1149;2528;2124;1818;1205;724;341;110
Nova Crixás;2011;;;;;;;;;;;
Nova Crixás;2012;;;;;;;;;;;
Nova Crixás;2013;;;;;;;;;;;
Nova Crixás;2014;;;;;;;;;;;
Nova Crixás;2015;;;;;;;;;;;
Nova Crixás;2016;;;;;;;;;;;
Nova Crixás;2017;;;;;;;;;;;
Nova Crixás;2018;;;;;;;;;;;
Nova Crixás;2019;;;;;;;;;;;
Nova Glória;1992;;;;;;;;;;;
Nova Glória;1993;;;;;;;;;;;
Nova Glória;1994;;;;;;;;;;;
Nova Glória;1995;;;;;;;;;;;
Nova Glória;1997;;;;;;;;;;;
Nova Glória;1998;;;;;;;;;;;
Nova Glória;1999;;;;;;;;;;;
Nova Glória;2001;741;808;847;835;1453;1404;1016;779;576;385;158
Nova Glória;2002;742;813;852;839;1459;1409;1020;782;578;386;159
Nova Glória;2003;747;814;855;843;1465;1416;1024;786;581;388;159
Nova Glória;2004;752;819;859;846;1473;1422;1029;789;583;390;160
Nova Glória;2005;757;828;868;855;1488;1438;1040;797;590;393;162
Nova Glória;2006;762;833;873;860;1497;1445;1045;802;592;396;163
Nova Glória;2008;617;676;678;683;1339;1237;1221;859;680;433;245
Nova Glória;2009;593;669;662;668;1319;1222;1235;880;692;441;258
Nova Glória;2011;;;;;;;;;;;
Nova Glória;2012;;;;;;;;;;;
Nova Glória;2013;;;;;;;;;;;
Nova Glória;2014;;;;;;;;;;;
Nova Glória;2015;;;;;;;;;;;
Nova Glória;2016;;;;;;;;;;;
Nova Glória;2017;;;;;;;;;;;
Nova Glória;2018;;;;;;;;;;;
Nova Glória;2019;;;;;;;;;;;
Nova Iguaçu de Goiás;1992;;;;;;;;;;;
Nova Iguaçu de Goiás;1993;;;;;;;;;;;
Nova Iguaçu de Goiás;1994;;;;;;;;;;;
Nova Iguaçu de Goiás;1995;;;;;;;;;;;
Nova Iguaçu de Goiás;1997;;;;;;;;;;;
Nova Iguaçu de Goiás;1998;;;;;;;;;;;
Nova Iguaçu de Goiás;1999;;;;;;;;;;;
Nova Iguaçu de Goiás;2001;244;253;270;286;488;359;314;209;149;71;36
Nova Iguaçu de Goiás;2002;237;248;263;279;478;352;307;205;145;70;35
Nova Iguaçu de Goiás;2003;232;241;257;274;467;344;300;200;142;68;35
Nova Iguaçu de Goiás;2004;227;234;251;269;456;336;294;196;139;67;34
Nova Iguaçu de Goiás;2005;215;223;237;254;432;319;278;185;131;63;32
Nova Iguaçu de Goiás;2006;209;216;232;246;420;309;270;180;128;61;31
Nova Iguaçu de Goiás;2008;215;230;219;219;450;386;322;290;191;113;52
Nova Iguaçu de Goiás;2009;199;231;215;210;439;389;320;304;198;116;54
Nova Iguaçu de Goiás;2011;;;;;;;;;;;
Nova Iguaçu de Goiás;2012;;;;;;;;;;;
Nova Iguaçu de Goiás;2013;;;;;;;;;;;
Nova Iguaçu de Goiás;2014;;;;;;;;;;;
Nova Iguaçu de Goiás;2015;;;;;;;;;;;
Nova Iguaçu de Goiás;2016;;;;;;;;;;;
Nova Iguaçu de Goiás;2017;;;;;;;;;;;
Nova Iguaçu de Goiás;2018;;;;;;;;;;;
Nova Iguaçu de Goiás;2019;;;;;;;;;;;
Nova Roma;1992;;;;;;;;;;;
Nova Roma;1993;;;;;;;;;;;
Nova Roma;1994;;;;;;;;;;;
Nova Roma;1995;;;;;;;;;;;
Nova Roma;1997;;;;;;;;;;;
Nova Roma;1998;;;;;;;;;;;
Nova Roma;1999;;;;;;;;;;;
Nova Roma;2001;313;396;454;471;485;455;374;288;198;97;39
Nova Roma;2002;308;388;446;463;477;446;368;283;195;95;39
Nova Roma;2003;300;378;433;450;463;434;358;275;189;93;38
Nova Roma;2004;291;365;422;437;450;422;348;267;184;90;37
Nova Roma;2005;272;341;393;408;420;393;324;250;171;84;34
Nova Roma;2006;262;331;380;393;405;379;312;241;165;81;33
Nova Roma;2008;306;294;301;339;669;420;470;367;259;156;63
Nova Roma;2009;295;298;280;320;679;420;472;373;267;160;68
Nova Roma;2011;;;;;;;;;;;
Nova Roma;2012;;;;;;;;;;;
Nova Roma;2013;;;;;;;;;;;
Nova Roma;2014;;;;;;;;;;;
Nova Roma;2015;;;;;;;;;;;
