Localidade;Ano;Produtos Minerais não Metálicos;Metalúrgica;Mecânica;Materiais Elétricos e de Comunicação;Materiais de Transporte;Madeira e do Mobiliário;Papel Papelão Editorial e Gráfica;Borracha, Fumo, Couros, Peles, Produtos Similares e Indústria Diversa;Química, Produtos Farmacêuticos, Veterinários, Perfumaria, Sabões, Velas, e Matérias Plásticas;Têxtil do Vestuário e Artefatos de Tecidos;Calçados;Produtos Alimentícios de Bebida e Álcool Etílico
Santa Tereza de Goiás;2016;;;;;;;;;;;;2
Santa Tereza de Goiás;2017;;;;;;;;;;;;2
Santa Tereza de Goiás;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Terezinha de Goiás;1999;1;  ;  ;  ;  ;2;3;  ;  ;8;  ;9
Santa Terezinha de Goiás;2000;1;  ;  ;  ;  ;3;3;  ;  ;6;  ;5
Santa Terezinha de Goiás;2001;1;  ;  ;  ;  ;5;2;  ;  ;4;  ;5
Santa Terezinha de Goiás;2002;;;;;;3;1;;;;;4
Santa Terezinha de Goiás;2003;3;;;;;3;1;;;1;;4
Santa Terezinha de Goiás;2004;4;  ;  ;  ;  ;4;2;  ;  ;  ;  ;5
Santa Terezinha de Goiás;2005;3;  ;  ;  ;  ;2;3;  ;  ;  ;  ;1
Santa Terezinha de Goiás;2006;4;  ;  ;  ;  ;1;3;  ;  ;  ;  ;3
Santa Terezinha de Goiás;2007;3;  ;  ;  ;  ;2;4;  ;  ;  ;  ;3
Santa Terezinha de Goiás;2008;1;  ;  ;  ;  ;1;3;  ;  ;  ;  ;9
Santa Terezinha de Goiás;2009;  ;  ;  ;  ;  ;  ;3;  ;17;  ;  ;13
Santa Terezinha de Goiás;2010;30;  ;  ;  ;  ;  ;4;  ;20;  ;  ;5
Santa Terezinha de Goiás;2011;33;;;;;1;3;;27;1;;5
Santa Terezinha de Goiás;2012;37;;;;;1;3;;8;;;7
Santa Terezinha de Goiás;2013;37;;;;;1;4;;8;;;5
Santa Terezinha de Goiás;2014;41;;;;;3;4;;5;;;7
Santa Terezinha de Goiás;2015;38;;;;;2;5;;;;;7
Santa Terezinha de Goiás;2016;35;;;;;2;4;1;;;;8
Santa Terezinha de Goiás;2017;30;;;;;4;5;1;;;;7
Santa Terezinha de Goiás;2018;40;  ;  ;  ;  ;  ;5;2;  ;  ;  ;4
Santo Antônio da Barra;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santo Antônio da Barra;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Santo Antônio da Barra;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santo Antônio da Barra;2002;;;;;;;;;;;;
Santo Antônio da Barra;2003;;;;;;;;;;;;4
Santo Antônio da Barra;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Santo Antônio da Barra;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santo Antônio da Barra;2006;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  ;3
Santo Antônio da Barra;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Santo Antônio da Barra;2008;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;  ;5
Santo Antônio da Barra;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Santo Antônio da Barra;2010;  ;  ;  ;  ;  ;  ;  ;  ;56;  ;  ;5
Santo Antônio da Barra;2011;;;2;;;;;;;6;;4
Santo Antônio da Barra;2012;;;1;;;;;;;;;193
Santo Antônio da Barra;2013;;;;;;;;;;;;194
Santo Antônio da Barra;2014;;;;;;2;;;;;;435
Santo Antônio da Barra;2015;;;5;;;3;;;;;;426
Santo Antônio da Barra;2016;;;3;;;3;;;;;;415
Santo Antônio da Barra;2017;;;4;;;3;;;;;;377
Santo Antônio da Barra;2018;  ;  ;3;  ;  ;2;  ;  ;  ;  ;  ;327
Santo Antônio de Goiás;1999;6;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santo Antônio de Goiás;2000;  ;  ;  ;41;  ;6;  ;  ;4;  ;  ;  
Santo Antônio de Goiás;2001;2;  ;  ;12;  ;7;  ;  ;3;  ;  ;  
Santo Antônio de Goiás;2002;4;;;13;;10;;;5;;;
Santo Antônio de Goiás;2003;;;;;;9;;;2;;;3
Santo Antônio de Goiás;2004;  ;  ;  ;  ;  ;7;  ;  ;3;  ;  ;4
Santo Antônio de Goiás;2005;  ;  ;  ;  ;  ;14;  ;  ;2;  ;  ;6
Santo Antônio de Goiás;2006;  ;  ;1;  ;  ;13;  ;  ;2;  ;  ;4
Santo Antônio de Goiás;2007;  ;  ;17;  ;  ;24;  ;  ;2;  ;  ;6
Santo Antônio de Goiás;2008;  ;14;15;  ;  ;27;  ;  ;  ;  ;  ;6
Santo Antônio de Goiás;2009;  ;21;3;  ;  ;19;  ;  ;  ;  ;  ;7
Santo Antônio de Goiás;2010;  ;11;5;2;  ;27;  ;  ;1;4;  ;8
Santo Antônio de Goiás;2011;8;31;2;9;;8;4;;2;6;;9
Santo Antônio de Goiás;2012;;52;6;28;;18;3;;3;53;;15
Santo Antônio de Goiás;2013;;64;12;51;;42;3;;4;39;;14
Santo Antônio de Goiás;2014;;39;2;71;;38;3;;;48;;13
Santo Antônio de Goiás;2015;;37;37;55;;16;1;;4;18;;15
Santo Antônio de Goiás;2016;;27;1;16;;24;;23;9;9;;8
Santo Antônio de Goiás;2017;;26;3;16;;46;1;;5;4;;7
Santo Antônio de Goiás;2018;  ;65;13;11;  ;131;2;  ;8;5;  ;13
Santo Antônio do Descoberto;1999;  ;2;  ;  ;  ;19;1;  ;6;  ;  ;16
Santo Antônio do Descoberto;2000;20;2;  ;  ;  ;6;2;  ;9;  ;  ;21
Santo Antônio do Descoberto;2001;22;5;  ;  ;  ;6;1;1;10;  ;  ;22
Santo Antônio do Descoberto;2002;20;3;;;;4;3;;7;;;11
Santo Antônio do Descoberto;2003;;;;;;1;;;;63;;12
Santo Antônio do Descoberto;2004;1;  ;  ;  ;  ;13;  ;  ;3;86;  ;21
Santo Antônio do Descoberto;2005;  ;  ;  ;  ;  ;17;  ;1;2;36;  ;44
Santo Antônio do Descoberto;2006;  ;  ;  ;  ;  ;  ;1;16;4;18;  ;43
Santo Antônio do Descoberto;2007;17;  ;  ;  ;  ;8;  ;11;2;17;  ;88
Santo Antônio do Descoberto;2008;9;  ;  ;  ;  ;17;  ;8;  ;  ;  ;92
Santo Antônio do Descoberto;2009;6;  ;  ;  ;  ;22;  ;8;  ;43;  ;67
Santo Antônio do Descoberto;2010;6;  ;  ;  ;  ;23;  ;  ;  ;47;  ;56
Santo Antônio do Descoberto;2011;39;;;;;24;;;1;82;;47
Santo Antônio do Descoberto;2012;37;;;;;38;;;;70;;46
Santo Antônio do Descoberto;2013;46;;;;;36;;;;93;;47
Santo Antônio do Descoberto;2014;34;3;;;;35;;;;82;;29
Santo Antônio do Descoberto;2015;24;;;1;;21;;;;68;;28
Santo Antônio do Descoberto;2016;2;;;;;18;;3;;51;;29
Santo Antônio do Descoberto;2017;12;2;;;;21;;2;;20;;26
Santo Antônio do Descoberto;2018;1;  ;  ;1;  ;21;  ;7;1;7;  ;33
São Domingos;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Domingos;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Domingos;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Domingos;2002;;;;;;;;;;;;
São Domingos;2003;;;;;;;;;;;;
São Domingos;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Domingos;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
São Domingos;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
São Domingos;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São Domingos;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
São Domingos;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
São Domingos;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
São Domingos;2011;;;;;;;;;;;;1
São Domingos;2012;;;;;;;;;;;;
São Domingos;2013;;;;;;;;;;;;
São Domingos;2014;1;;;;;;;;;;;2
São Domingos;2015;;;;;;;;;;;;4
São Domingos;2016;;;;;;;;;;;;4
São Domingos;2017;;;;;;;;;;;;1
São Domingos;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Francisco de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;16;  ;4
São Francisco de Goiás;2000;  ;  ;  ;  ;  ;4;  ;  ;2;31;  ;  
São Francisco de Goiás;2001;  ;  ;  ;  ;  ;3;  ;  ;1;24;  ;  
São Francisco de Goiás;2002;;;;;;2;;;2;41;;
São Francisco de Goiás;2003;;;;;;4;;;1;62;;
São Francisco de Goiás;2004;  ;  ;  ;  ;  ;6;  ;  ;  ;80;  ;  
São Francisco de Goiás;2005;  ;  ;  ;  ;  ;6;  ;  ;  ;126;  ;  
São Francisco de Goiás;2006;31;  ;  ;  ;  ;6;  ;  ;1;136;  ;1
São Francisco de Goiás;2007;  ;  ;  ;  ;  ;8;  ;  ;4;179;  ;  
São Francisco de Goiás;2008;  ;  ;1;  ;  ;5;  ;  ;  ;169;  ;  
São Francisco de Goiás;2009;  ;  ;1;  ;  ;5;  ;  ;  ;140;  ;2
São Francisco de Goiás;2010;1;  ;2;  ;  ;4;  ;  ;5;163;  ;  
São Francisco de Goiás;2011;8;;1;;;2;;;5;166;;
São Francisco de Goiás;2012;10;7;;;;3;;;9;182;;
São Francisco de Goiás;2013;38;4;;;;4;;1;8;207;;
São Francisco de Goiás;2014;35;1;;;;3;2;1;8;182;;
São Francisco de Goiás;2015;36;;;;;3;;1;7;206;;20
São Francisco de Goiás;2016;28;;;;;3;;1;5;167;;
São Francisco de Goiás;2017;37;;;;;3;;;4;169;;
São Francisco de Goiás;2018;32;  ;  ;  ;  ;3;  ;  ;5;148;  ;  
São João d'Aliança;1999;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
São João d'Aliança;2000;  ;3;  ;  ;  ;2;  ;  ;  ;  ;  ;  
São João d'Aliança;2001;  ;3;  ;  ;  ;2;  ;  ;  ;  ;  ;  
São João d'Aliança;2002;;;;;;;;1;;;;
São João d'Aliança;2003;;;;;;;;7;;;;
São João d'Aliança;2004;  ;4;  ;  ;  ;  ;  ;3;  ;  ;  ;2
São João d'Aliança;2005;  ;5;  ;  ;  ;  ;  ;3;  ;  ;  ;2
São João d'Aliança;2006;11;2;  ;  ;  ;2;  ;5;1;5;  ;1
São João d'Aliança;2007;6;  ;  ;  ;  ;3;  ;  ;1;5;  ;2
São João d'Aliança;2008;7;7;  ;  ;  ;  ;  ;4;15;3;  ;4
São João d'Aliança;2009;12;6;  ;  ;  ;  ;  ;4;5;4;  ;4
São João d'Aliança;2010;11;7;  ;  ;  ;  ;  ;  ;  ;5;  ;8
São João d'Aliança;2011;10;3;;;;;;;;;;14
São João d'Aliança;2012;8;6;;;;;;;;;;12
São João d'Aliança;2013;6;13;;;;8;;;;;;16
São João d'Aliança;2014;6;;;;;20;;;;;;21
São João d'Aliança;2015;1;1;;;;19;;1;;;;9
São João d'Aliança;2016;;;;;;18;;2;;;;1
São João d'Aliança;2017;;;;;;23;;2;;;;1
São João d'Aliança;2018;8;1;  ;  ;  ;20;  ;1;  ;  ;  ;1
São João da Paraúna;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
São João da Paraúna;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
São João da Paraúna;2001;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
São João da Paraúna;2002;5;;;;;;;;;;;4
São João da Paraúna;2003;4;;;;;;;;;;;6
São João da Paraúna;2004;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
São João da Paraúna;2005;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São João da Paraúna;2006;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São João da Paraúna;2007;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
São João da Paraúna;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
São João da Paraúna;2009;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
São João da Paraúna;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São João da Paraúna;2011;;;;;;;;;;;;7
São João da Paraúna;2012;;;;;;;;;;;;6
São João da Paraúna;2013;;;;;;;;;;;;8
São João da Paraúna;2014;;;;;;;;;;;;8
São João da Paraúna;2015;;;;;;;;;;14;;11
São João da Paraúna;2016;;;;;;;;;;15;;10
São João da Paraúna;2017;;;;;;;;;;18;;7
São João da Paraúna;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;6
São Luis de Montes Belos;1999;36;13;  ;6;14;6;6;195;65;27;1;354
São Luis de Montes Belos;2000;43;67;  ;4;14;14;7;323;83;48;  ;500
São Luis de Montes Belos;2001;35;68;  ;6;12;1;9;584;98;39;  ;544
São Luis de Montes Belos;2002;43;10;;6;13;1;9;431;186;31;2;689
São Luis de Montes Belos;2003;43;26;;6;12;;7;435;173;20;2;620
São Luis de Montes Belos;2004;40;33;  ;6;15;  ;11;436;223;34;  ;650
São Luis de Montes Belos;2005;45;141;  ;7;13;  ;10;473;158;34;2;609
São Luis de Montes Belos;2006;51;138;  ;7;1;  ;9;613;138;23;1;620
São Luis de Montes Belos;2007;51;121;  ;6;2;  ;12;650;135;28;1;666
São Luis de Montes Belos;2008;44;124;  ;1;1;  ;14;659;159;10;1;640
São Luis de Montes Belos;2009;45;133;  ;1;1;  ;7;568;195;26;  ;747
São Luis de Montes Belos;2010;56;135;  ;1;  ;  ;6;552;193;93;1;687
São Luis de Montes Belos;2011;73;126;;1;1;9;7;323;185;70;;577
São Luis de Montes Belos;2012;58;115;1;1;2;8;7;288;171;83;;584
São Luis de Montes Belos;2013;79;13;;1;2;10;9;282;303;144;;461
São Luis de Montes Belos;2014;84;9;8;1;5;12;9;261;277;124;;191
São Luis de Montes Belos;2015;84;8;7;1;7;5;7;289;294;323;;240
São Luis de Montes Belos;2016;51;8;6;1;4;11;10;296;325;477;1;166
São Luis de Montes Belos;2017;52;5;5;1;4;9;16;279;363;505;1;154
São Luis de Montes Belos;2018;55;9;5;3;3;13;15;321;383;548;1;168
São Luiz do Norte;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São Luiz do Norte;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
São Luiz do Norte;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São Luiz do Norte;2002;;;;;;;;;;;;7
São Luiz do Norte;2003;;;;;;;;;;;;11
São Luiz do Norte;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
São Luiz do Norte;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
São Luiz do Norte;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
São Luiz do Norte;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
São Luiz do Norte;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
São Luiz do Norte;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Luiz do Norte;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
São Luiz do Norte;2011;;;;;;;;;;;;3
São Luiz do Norte;2012;;;;;;;;;;;;2
São Luiz do Norte;2013;;;;;;;;;;;;3
São Luiz do Norte;2014;;1;;;;;;;;;;1
São Luiz do Norte;2015;;;;;;;;;;;;1
São Luiz do Norte;2016;;;;;;;;;;;;2
São Luiz do Norte;2017;;;;;;;;;;9;;2
São Luiz do Norte;2018;  ;1;  ;  ;  ;  ;  ;  ;  ;8;  ;1
São Miguel do Araguaia;1999;7;  ;  ;  ;  ;  ;4;  ;  ;1;  ;196
São Miguel do Araguaia;2000;6;  ;  ;  ;  ;  ;5;  ;  ;1;  ;268
São Miguel do Araguaia;2001;6;  ;  ;  ;  ;  ;5;  ;  ;1;  ;93
São Miguel do Araguaia;2002;7;;;;;;5;;4;1;;259
São Miguel do Araguaia;2003;14;;;;;;5;7;7;1;;155
São Miguel do Araguaia;2004;15;  ;  ;  ;  ;  ;5;7;10;1;  ;29
São Miguel do Araguaia;2005;15;  ;  ;  ;  ;  ;5;  ;26;  ;  ;21
São Miguel do Araguaia;2006;18;  ;  ;  ;  ;3;3;2;19;  ;  ;40
São Miguel do Araguaia;2007;20;  ;  ;  ;  ;  ;4;1;4;1;  ;100
São Miguel do Araguaia;2008;16;  ;  ;  ;  ;  ;5;2;6;1;  ;54
São Miguel do Araguaia;2009;17;  ;  ;  ;  ;5;5;1;7;  ;  ;48
São Miguel do Araguaia;2010;20;7;  ;  ;  ;3;5;2;6;  ;  ;50
São Miguel do Araguaia;2011;24;5;3;;;4;5;2;10;1;;33
São Miguel do Araguaia;2012;26;6;4;;;5;5;2;3;;;40
São Miguel do Araguaia;2013;29;6;;;;5;4;5;4;1;;28
São Miguel do Araguaia;2014;27;11;1;;;8;4;6;4;2;;29
São Miguel do Araguaia;2015;32;9;;;;6;5;4;4;2;;23
São Miguel do Araguaia;2016;19;9;;;;3;3;3;6;2;;27
São Miguel do Araguaia;2017;16;11;;;4;3;3;1;4;2;;29
São Miguel do Araguaia;2018;22;15;8;  ;28;3;3;1;4;  ;  ;48
São Miguel do Passa Quatro;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
São Miguel do Passa Quatro;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
São Miguel do Passa Quatro;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Miguel do Passa Quatro;2002;;;;;;;;;;;;4
São Miguel do Passa Quatro;2003;;;;;;;;;;;;4
São Miguel do Passa Quatro;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
São Miguel do Passa Quatro;2005;6;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
São Miguel do Passa Quatro;2006;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;19
São Miguel do Passa Quatro;2007;7;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;23
São Miguel do Passa Quatro;2008;11;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;25
São Miguel do Passa Quatro;2009;10;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
São Miguel do Passa Quatro;2010;23;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São Miguel do Passa Quatro;2011;29;;;;;;;;;;;9
São Miguel do Passa Quatro;2012;39;;;;;;;;;;;1
São Miguel do Passa Quatro;2013;57;;;;;;;;;;;3
São Miguel do Passa Quatro;2014;54;;;;;;;;;;;2
São Miguel do Passa Quatro;2015;54;;;;;;;;;;;2
São Miguel do Passa Quatro;2016;47;;;;;;;;;;;1
São Miguel do Passa Quatro;2017;19;;;;;;;;;;;10
São Miguel do Passa Quatro;2018;48;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
São Patrício;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
São Patrício;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São Patrício;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
São Patrício;2002;;;;;;;;;;;;6
São Patrício;2003;;;;;;;;;;;;4
São Patrício;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
São Patrício;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
São Patrício;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
São Patrício;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
São Patrício;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Patrício;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Patrício;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
São Patrício;2011;;;;;;;;;;;;
São Patrício;2012;;;;;;;;;;14;;1
São Patrício;2013;;;;;;;;;;;;1
São Patrício;2014;;;;;;;;;;77;;2
São Patrício;2015;;;;;;;;;;100;;6
São Patrício;2016;;;;;;;;;;105;;5
São Patrício;2017;;;;;;;;;;63;;1
São Patrício;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;148;  ;4
São Simão;1999;3;1;  ;  ;  ;  ;2;  ;  ;3;  ;88
São Simão;2000;3;20;  ;  ;  ;  ;1;  ;  ;3;  ;104
São Simão;2001;2;20;  ;  ;  ;  ;1;  ;  ;7;  ;104
São Simão;2002;2;23;;;;;3;;;9;;120
São Simão;2003;;2;;;;;1;;;7;;150
São Simão;2004;6;1;6;  ;  ;  ;3;  ;  ;5;  ;145
São Simão;2005;3;  ;  ;  ;  ;  ;2;  ;  ;6;  ;213
São Simão;2006;19;1;  ;  ;  ;  ;1;  ;  ;4;1;198
São Simão;2007;30;1;  ;  ;  ;  ;3;  ;  ;4;  ;299
São Simão;2008;88;1;  ;  ;  ;  ;4;  ;  ;3;1;493
São Simão;2009;87;16;  ;  ;  ;3;6;  ;  ;4;  ;599
São Simão;2010;88;10;  ;  ;  ;1;6;5;103;5;  ;336
São Simão;2011;105;13;19;;;1;9;2;330;14;;334
São Simão;2012;96;21;17;;;;5;3;;8;;715
São Simão;2013;87;10;;;;;6;3;1;6;;496
São Simão;2014;70;6;;;;;3;3;1;5;;526
São Simão;2015;62;5;;;;;1;3;;5;;546
São Simão;2016;49;93;;;;;;;1;5;;556
São Simão;2017;48;88;;;;2;;;;3;;565
São Simão;2018;54;121;  ;  ;  ;  ;  ;  ;  ;3;  ;362
Senador Canedo;1999;44;36;21;  ;  ;  ;  ;80;  ;19;  ;863
Senador Canedo;2000;86;2;99;  ;3;  ;  ;70;  ;20;  ;848
Senador Canedo;2001;7;40;70;  ;3;  ;  ;83;  ;8;  ;796
Senador Canedo;2002;15;27;56;;;;2;92;5;13;;767
Senador Canedo;2003;;34;52;;;;3;81;4;23;1;854
Senador Canedo;2004;22;32;53;  ;  ;1;4;95;13;15;1;927
Senador Canedo;2005;61;30;42;4;  ;16;  ;101;25;11;  ;1074
Senador Canedo;2006;9;36;45;  ;  ;7;108;99;19;38;  ;1165
Senador Canedo;2007;144;65;53;  ;3;21;231;124;52;12;  ;1295
Senador Canedo;2008;26;70;83;  ;2;6;282;125;74;18;  ;1485
Senador Canedo;2009;136;100;92;  ;  ;24;328;89;191;22;  ;354
Senador Canedo;2010;162;116;97;  ;  ;41;399;133;214;23;  ;229
Senador Canedo;2011;219;135;115;;;53;757;131;215;30;;490
Senador Canedo;2012;197;185;141;;;83;1710;163;107;63;;544
Senador Canedo;2013;236;202;146;;;223;3162;216;102;59;;1662
Senador Canedo;2014;243;262;128;1;;322;3510;254;93;47;;1808
Senador Canedo;2015;206;248;126;2;;352;2628;254;98;53;10;1697
Senador Canedo;2016;167;169;123;2;;263;1510;217;1644;107;;1323
Senador Canedo;2017;194;186;118;8;;307;1541;252;1825;80;1;1828
Senador Canedo;2018;116;229;111;17;  ;360;1633;268;1485;94;  ;1803
Serranópolis;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Serranópolis;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Serranópolis;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Serranópolis;2002;;;;;;;2;;;;;
Serranópolis;2003;;;;;;;;;;;;61
Serranópolis;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;23
Serranópolis;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;125
Serranópolis;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;309
Serranópolis;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;422
Serranópolis;2008;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;472
Serranópolis;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;530
Serranópolis;2010;  ;  ;  ;  ;  ;  ;  ;  ;475;  ;  ;7
Serranópolis;2011;;;;;;;;;471;;;13
Serranópolis;2012;;;;;;;;;497;;;10
Serranópolis;2013;;;;;;;;;597;;;5
Serranópolis;2014;;;;;;;;;576;;;3
Serranópolis;2015;2;;;;;;;;610;;;14
Serranópolis;2016;2;;;;;;;;594;;;18
Serranópolis;2017;1;;;;;;;;667;;;20
Serranópolis;2018;1;  ;  ;  ;  ;1;  ;  ;677;  ;  ;18
Silvânia;1999;222;  ;1;  ;  ;  ;  ;  ;  ;14;  ;41
Silvânia;2000;180;  ;  ;  ;  ;  ;  ;  ;  ;13;  ;37
Silvânia;2001;137;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;26
Silvânia;2002;161;;;;;;;;;6;;31
Silvânia;2003;137;;;;;;;;;4;;36
Silvânia;2004;149;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;34
Silvânia;2005;151;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;44
Silvânia;2006;165;  ;37;  ;  ;  ;  ;  ;2;2;  ;36
Silvânia;2007;180;  ;16;  ;  ;  ;  ;  ;1;2;  ;25
Silvânia;2008;172;  ;16;  ;  ;  ;  ;  ;  ;4;  ;27
Silvânia;2009;212;1;33;  ;  ;  ;  ;  ;  ;6;  ;33
Silvânia;2010;228;1;45;  ;  ;  ;  ;  ;1;4;  ;40
Silvânia;2011;262;2;45;;;3;2;;;5;;52
Silvânia;2012;241;2;19;;;6;2;;;7;;59
Silvânia;2013;217;2;38;;;4;2;;1;3;;66
Silvânia;2014;239;2;178;;;5;2;;1;4;;55
Silvânia;2015;228;6;46;;1;4;1;;1;4;1;81
Silvânia;2016;173;6;29;;1;4;1;;1;3;1;86
Silvânia;2017;187;6;36;;2;8;3;;1;1;;89
Silvânia;2018;149;8;79;  ;  ;11;4;  ;1;5;  ;105
Simolândia;1999;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2000;5;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2001;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2002;2;;;;;;;;;;;
Simolândia;2003;10;;;;;;;;;;;
Simolândia;2004;10;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2005;16;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2006;31;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2007;29;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2008;22;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2009;13;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2010;20;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Simolândia;2011;13;;;;;;;;;;;
Simolândia;2012;14;;;;;;;;;;;
Simolândia;2013;14;;;;;;;;;;;
Simolândia;2014;16;;;;1;;;;;;;
Simolândia;2015;18;2;;;;;;;;1;;
Simolândia;2016;11;;;;;;;;;1;;
Simolândia;2017;11;;;;;;;;;1;;
Simolândia;2018;10;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  
Sítio d'Abadia;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
