Localidade	Ano	Cursos Presenciais/Federal	Cursos Presenciais/Estadual	Cursos Presenciais/Municipal	Cursos Presenciais/Particular	Cursos Presenciais/Comunitária, Confessional ou Filantrópica	Educação Profissional/Estadual	Educação Profissional/Federal	Educação Profissional/Municipal	Educação Profissional/Particular	Ensino Médio/Estadual	Ensino Médio/Federal	Ensino Médio/Municipal	Ensino Médio/Particular	EJA/Municipal	EJA/Estadual	EJA/Federal	EJA/Particular
Guarinos	2016										67					18		
Guarinos	2017										73					23		
Guarinos	2018						0	0	0	0	72	0	0	0	0	9	0	0
Heitoraí	2002										205				71			
Heitoraí	2003										214				88			
Heitoraí	2004										210				51	35		
Heitoraí	2005										196				41	53		
Heitoraí	2006										192				62	30		
Heitoraí	2007										194				34	30		
Heitoraí	2008										177				24	26		
Heitoraí	2009										192				21	22		
Heitoraí	2010						 	 	 	 	200	 	 	 	38	22	 	 
Heitoraí	2011										191				32	18		
Heitoraí	2012										147				30	21		
Heitoraí	2013										132				15	5		
Heitoraí	2014										132				5			
Heitoraí	2015										170				6			
Heitoraí	2016										156				6			
Heitoraí	2017										135				32	12		
Heitoraí	2018						0	0	0	0	113	0	0	0	39	7	0	0
Hidrolândia	2002										566				58			
Hidrolândia	2003										612				99			
Hidrolândia	2004										604				86			
Hidrolândia	2005										676				76			
Hidrolândia	2006										667				147			
Hidrolândia	2007										666				82			
Hidrolândia	2008										537				16	129		
Hidrolândia	2009										609				41	169		
Hidrolândia	2010						 	 	 	 	623	 	 	 	26	224	 	 
Hidrolândia	2011										579				19	133		
Hidrolândia	2012										564				19	91		
Hidrolândia	2013										586				21	157		
Hidrolândia	2014										599				17	163		
Hidrolândia	2015							39			554	27				223		
Hidrolândia	2016							176			518	140				156		
Hidrolândia	2017							168			453	162				262		
Hidrolândia	2018						0	218	0	0	479	207	0	0	0	303	0	0
Hidrolina	2002										268				101			
Hidrolina	2003										282				83			
Hidrolina	2004										298				68			
Hidrolina	2005										280				82			
Hidrolina	2006										291				54	25		
Hidrolina	2007										262				9	7		
Hidrolina	2008										239					9		
Hidrolina	2009										228					15		
Hidrolina	2010						 	 	 	 	221	 	 	 	 	8	 	 
Hidrolina	2011										172					12		
Hidrolina	2012										145					8		
Hidrolina	2013										158					3		
Hidrolina	2014										133							
Hidrolina	2015										176							
Hidrolina	2016										145					18		
Hidrolina	2017										131					24		
Hidrolina	2018						0	0	0	0	111	0	0	0	0	44	0	0
Iaciara	2002										596				343	107		
Iaciara	2003										482				430	283		
Iaciara	2004										565				415	256		
Iaciara	2005										627			8	365	122		
Iaciara	2006										701				181	121		
Iaciara	2007										542			10	254	127		
Iaciara	2008										547			16	167	146		
Iaciara	2009										594			24	147	149		
Iaciara	2010						 	 	 	 	523	 	 	14	152	97	 	 
Iaciara	2011										507				103	58		
Iaciara	2012										560					85		
Iaciara	2013										567					95		
Iaciara	2014										536					66		
Iaciara	2015										525					80		
Iaciara	2016										468					75		
Iaciara	2017										421					154		
Iaciara	2018						0	0	0	0	460	0	0	0	0	169	0	0
Inaciolândia	2002										229				161	127		
Inaciolândia	2003										255				158	238		
Inaciolândia	2004										290				95	202		
Inaciolândia	2005										277					222		
Inaciolândia	2006										279					225		
Inaciolândia	2007										275					254		
Inaciolândia	2008										279					234		
Inaciolândia	2009										292					158		
Inaciolândia	2010						 	 	 	 	273	 	 	 	29	83	 	 
Inaciolândia	2011										211				15	67		
Inaciolândia	2012										248				15	67		
Inaciolândia	2013										169				24	55		
Inaciolândia	2014										204				21	64		
Inaciolândia	2015										194				19	44		
Inaciolândia	2016										235				19	67		
Inaciolândia	2017										222				13	81		
Inaciolândia	2018						0	0	0	0	244	0	0	0	18	93	0	0
Indiara	2002										533			11	231			99
Indiara	2003										523			8	310			121
Indiara	2004										673			1	211			75
Indiara	2005										671			2	162			91
Indiara	2006									43	604				175			32
Indiara	2007									97	597				113			
Indiara	2008										516			7	145			
Indiara	2009										598				153			
Indiara	2010						 	 	 	64	593	 	 	2	104	 	 	 
Indiara	2011										602			7	83			
Indiara	2012										590			25	62			
Indiara	2013									38	532			13	154			
Indiara	2014									49	604			15	74			
Indiara	2015									59	591			67	218			
Indiara	2016									58	563			65	196			
Indiara	2017										434				237			
Indiara	2018						0	0	0	0	521	0	0	0	133	23	0	0
Inhumas	2002		845								1769			442	527	890		196
Inhumas	2003		788								1915			364	597	1298		135
Inhumas	2004		784								1971			370	607	1288		56
Inhumas	2005		630								1992			350	299	1217		36
Inhumas	2006		523								2020			364	241	916		
Inhumas	2007	46	412		188						2100	114		335	176	684		
Inhumas	2008	122	487		342						1667	199		355	204	688		
Inhumas	2009	235	333		351						1577	254		340	177	559	30	
Inhumas	2010	283	309		395		 	 	 	 	1636	273	 	332	247	448	59	 
Inhumas	2011	315	328		396					68	1537	284		358	215	295	69	
Inhumas	2012	317	262		388						1526	281		361	181	254	75	
Inhumas	2013	292	229		380					10	1562	251		358	156	225	65	
Inhumas	2014									10	1550	209		329	198	218	34	
Inhumas	2015							262			1560	190		321	168	273	50	
Inhumas	2016						7	222			1397	204		295	197	226	22	
Inhumas	2017							270			1515	234		269	185	263	6	
Inhumas	2018						0	270	0	0	1615	244	0	297	148	274	41	0
Ipameri	2002		253								1035			85	144	145		136
Ipameri	2003		274								990			83	170	264		75
Ipameri	2004		328			122					1006			183	184	208		200
Ipameri	2005		307			186					930			171	216	73		194
Ipameri	2006		322			254					857			185	231	56		234
Ipameri	2007		376			307					853			131	218	43		147
Ipameri	2008		399			257					813			59	192	178		
Ipameri	2009		349			45				86	761			76	136	172		
Ipameri	2010		378		38		 	 	 	102	780	 	 	79	140	136	 	 
Ipameri	2011		332							105	708			70	121	87		
Ipameri	2012		323								686			85	119	78		
Ipameri	2013		358							174	739			64	147	62		
Ipameri	2014									313	747			72	136	92		
Ipameri	2015							178		149	663	70		61	181	87		
Ipameri	2016							170		146	618	129		56	223	99		
Ipameri	2017							185		75	548	176		46	245	141		
Ipameri	2018						0	194	0	45	570	172	0	48	212	185	0	0
Ipiranga de Goiás	2002										167					197		
Ipiranga de Goiás	2003										152				43	37		
Ipiranga de Goiás	2004										141				35			
Ipiranga de Goiás	2005										118							
Ipiranga de Goiás	2006										135							
Ipiranga de Goiás	2007										125							
Ipiranga de Goiás	2008										143							
Ipiranga de Goiás	2009										131							
Ipiranga de Goiás	2010						 	 	 	 	114	 	 	 	 	 	 	 
Ipiranga de Goiás	2011										108							
Ipiranga de Goiás	2012										102							
Ipiranga de Goiás	2013										117							
Ipiranga de Goiás	2014										111							
Ipiranga de Goiás	2015										126							
Ipiranga de Goiás	2016										110							
Ipiranga de Goiás	2017										79					16		
Ipiranga de Goiás	2018						0	0	0	0	73	0	0	0	0	15	0	0
Iporá	2002		1129								1309			167	143	1757		
Iporá	2003		1072								1292			174	74	1678		
Iporá	2004		1109								1252			191	159	1418		
Iporá	2005		1017		219						1224			218	122	1252		
Iporá	2006		903		311						1405			221	83	976		
Iporá	2007		890		298						1363			184	91	595		
Iporá	2008		830		320						1437			151	86	386		
Iporá	2009		762		254					169	1331			149	51	320		
Iporá	2010		664		216		 	 	 	144	1398	 	 	148	40	370	 	 
Iporá	2011	29	644		226			285		151	1279	71		131	32	344	9	
Iporá	2012	77	551		325			320			1080	126		147	46	572	52	
Iporá	2013	148	436		329			362		57	975	238		97	50	284	24	
Iporá	2014							166		149	945	221		70	39	309	17	
Iporá	2015							1226		251	1024	279		68	53	213	23	
Iporá	2016						18	847		160	905	310		65	25	152	67	
Iporá	2017							463		57	834	306		63	27	229	53	
Iporá	2018						0	1019	0	123	829	308	0	59	23	202	28	0
Israelândia	2002										115				118			
Israelândia	2003										122				92			
Israelândia	2004										129				116			
Israelândia	2005										123				78			
Israelândia	2006										133				46			
Israelândia	2007										127				43			
Israelândia	2008										137				47			
Israelândia	2009										147				38			
Israelândia	2010						 	 	 	 	144	 	 	 	23	 	 	 
Israelândia	2011										134				34			
Israelândia	2012										114				22			
Israelândia	2013										106				8			
Israelândia	2014										108							
Israelândia	2015										94							
Israelândia	2016										65							
Israelândia	2017										75					5		
Israelândia	2018						0	0	0	0	76	0	0	0	0	17	0	0
Itaberaí	2002		573								1560			99	106	444		59
Itaberaí	2003		496								1051			139	37	463		124
Itaberaí	2004		475								1121			144	14	472		
Itaberaí	2005		441								1015			188	35	414		92
Itaberaí	2006		399								1092				120	493		
Itaberaí	2007		448								1037			146	72	358		
Itaberaí	2008		438		96						1049			261	227	255		
Itaberaí	2009		391		191						1230			262	369	305		
Itaberaí	2010		355		253		 	 	 	 	1202	 	 	217	285	257	 	 
Itaberaí	2011		345		197						1311			188	301	217		
Itaberaí	2012		286		178						1234			170	272	191		
Itaberaí	2013		272		150						1216			155	115	177		
Itaberaí	2014										1244			136	110	194		
Itaberaí	2015						56				1249			155	214	138		
Itaberaí	2016						22				1259			149	140	148		
Itaberaí	2017						14				1212			153	127	122		
Itaberaí	2018						0	0	0	0	1318	0	0	153	207	173	0	0
Itaguari	2002										245							
Itaguari	2003										226				31			
Itaguari	2004										266							
Itaguari	2005										264				21			
Itaguari	2006										247				17			
Itaguari	2007										204				15			
Itaguari	2008										219				25			
Itaguari	2009										221				13			
Itaguari	2010						 	 	 	 	241	 	 	 	22	 	 	 
Itaguari	2011										234				19			
Itaguari	2012										224				23			
Itaguari	2013										208				21			
Itaguari	2014										206				15			
Itaguari	2015										202				19			
Itaguari	2016										219				19			
Itaguari	2017										188					16		
Itaguari	2018						0	0	0	0	188	0	0	0	0	23	0	0
Itaguaru	2002										446					270		
Itaguaru	2003										350					345		
Itaguaru	2004										352					199		
Itaguaru	2005										357					181		
Itaguaru	2006										345					151		
Itaguaru	2007										268					88		
Itaguaru	2008										215					75		
Itaguaru	2009										250					61		
Itaguaru	2010						 	 	 	 	241	 	 	 	 	67	 	 
Itaguaru	2011										244					75		
Itaguaru	2012										238					72		
Itaguaru	2013										231					55		
Itaguaru	2014										223					55		
Itaguaru	2015										169					47		
Itaguaru	2016										178					34		
Itaguaru	2017										150					50		
Itaguaru	2018						0	0	0	0	194	0	0	0	0	48	0	0
Itajá	2002										222				61			
Itajá	2003										184		28		61			
Itajá	2004										192		32		50			
Itajá	2005										229		36		51			
Itajá	2006										291		20		33			
Itajá	2007										282		35		18			
Itajá	2008										183		27		14			
Itajá	2009										191		23		18			
Itajá	2010						 	 	 	 	224	 	19	 	19	 	 	 
Itajá	2011										152		16		13			
Itajá	2012										144		16		11			
Itajá	2013										131		17		11			
Itajá	2014										169							
Itajá	2015										178							
Itajá	2016										159							
Itajá	2017										155				11	8		
Itajá	2018						0	0	0	0	147	0	0	0	9	22	0	0
Itapaci	2002		62								706				332	362		
Itapaci	2003		57								794				297	406		
Itapaci	2004		103							37	478			261	326	384		
Itapaci	2005		44								559			207	346	214		
Itapaci	2006		137								576			221	191	236		
Itapaci	2007		137								566			226	180	63		
Itapaci	2008		87							38	528			189	196	183		
Itapaci	2009									29	541			219	202	158		
Itapaci	2010						 	 	 	8	594	 	 	237	189	188	 	 
Itapaci	2011										562			248	209	148		
Itapaci	2012										551			262	211	104		
Itapaci	2013									271	522			205	128	109		
Itapaci	2014									92	509			222	120	184		
Itapaci	2015									79	503			244	100	163		
Itapaci	2016									226	566			208		279		
Itapaci	2017									132	530			184		337		
Itapaci	2018						0	0	0	85	655	0	0	120	0	290	0	0
Itapirapuã	2002										385				30	57		
Itapirapuã	2003										428				27			
Itapirapuã	2004										460				26			
Itapirapuã	2005										455				39			
Itapirapuã	2006										462				41			
Itapirapuã	2007										394				7			
Itapirapuã	2008										403				18	28		
Itapirapuã	2009										387				16	58		
Itapirapuã	2010						 	 	 	 	358	 	 	 	22	40	 	 
Itapirapuã	2011										339				23	71		
Itapirapuã	2012										327				32	55		
Itapirapuã	2013										352				36	10		
Itapirapuã	2014										352				29	20		
Itapirapuã	2015										346				29			
Itapirapuã	2016										312				28			
Itapirapuã	2017										262				32	47		
Itapirapuã	2018						18	0	0	0	290	0	0	0	19	40	0	0
Itapuranga	2002		746								1584			98		336		
Itapuranga	2003		708								1367			116	182	409		
Itapuranga	2004		644								1405			114	98	471		
Itapuranga	2005		571								1280			126	121	374		
Itapuranga	2006		527								1235			113	111	315		
Itapuranga	2007		568								1221			87	40	182		
Itapuranga	2008		683								1116			64	62	207		
Itapuranga	2009		643								1143			74	73	144		
Itapuranga	2010		618				 	 	 	 	1164	 	 	71	57	190	 	 
Itapuranga	2011		619		20						1114			84	67	185		
Itapuranga	2012		549		72						1008			74	65	110		
Itapuranga	2013		508		241						1016			70	49	116		
Itapuranga	2014										881			53	52	119		
Itapuranga	2015										972			33	60	102		
Itapuranga	2016									84	819			26	50	127		
Itapuranga	2017									74	789			31	31	184		
Itapuranga	2018						22	0	0	63	773	0	0	8	47	203	0	0
Itarumã	2002										130				114			
Itarumã	2003										175				123			
Itarumã	2004										173				60			
Itarumã	2005										198				60			
Itarumã	2006										252							
Itarumã	2007										217							
Itarumã	2008										193							
Itarumã	2009										195							
Itarumã	2010						 	 	 	 	167	 	 	 	 	 	 	 
Itarumã	2011										149							
Itarumã	2012										193							
Itarumã	2013										172							
Itarumã	2014										170							
Itarumã	2015										168							
Itarumã	2016										180							
Itarumã	2017										170					22		
Itarumã	2018						0	0	0	0	214	0	0	0	0	26	0	0
Itauçu	2002										481					199		58
Itauçu	2003										490					160		16
Itauçu	2004										499					54		
Itauçu	2005										437					88		
Itauçu	2006										427					38		
Itauçu	2007										391							
Itauçu	2008										344							
Itauçu	2009										305							
Itauçu	2010						 	 	 	 	300	 	 	 	 	 	 	 
Itauçu	2011										289							
Itauçu	2012										261							
Itauçu	2013										228							
Itauçu	2014										242							
