Localidade;Ano;Instituições de Crédito, Seguro e de Capitalização;Administradoras de Imóveis, Valores Mobiliários, Serviços Técnicos, Profissionais, Auxiliar de Atividade Econômica;Transporte e Comunicações;Serviços de Alojamento, Alimentação, Reparo, Manutenção, Radiodifusão e Televisão;Serviços Médicos, Odontológicos e Veterinários;Ensino
Itapuranga;2015;41;94;62;196;29;146
Itapuranga;2016;38;115;78;202;34;143
Itapuranga;2017;48;137;85;207;38;141
Itapuranga;2018;44;128;78;212;42;137
Itarumã;1999;2;1;2;2;  ;  
Itarumã;2000;2;1;2;3;  ;  
Itarumã;2001;2;  ;2;5;1;  
Itarumã;2002;2;;1;9;;
Itarumã;2003;2;;1;7;;1
Itarumã;2004;6;2;1;4;4;  
Itarumã;2005;5;1;2;11;3;1
Itarumã;2006;5;5;4;5;3;2
Itarumã;2007;7;  ;7;21;2;2
Itarumã;2008;7;2;4;2;1;1
Itarumã;2009;5;4;6;11;1;  
Itarumã;2010;6;3;4;6;1;  
Itarumã;2011;10;2;8;16;2;1
Itarumã;2012;9;;8;17;3;
Itarumã;2013;9;;6;34;3;1
Itarumã;2014;10;5;6;18;2;2
Itarumã;2015;11;4;6;24;2;2
Itarumã;2016;14;8;4;21;3;1
Itarumã;2017;10;7;6;18;2;
Itarumã;2018;10;6;5;17;3;2
Itauçu;1999;10;27;2;68;6;4
Itauçu;2000;8;26;1;74;6;6
Itauçu;2001;9;22;1;59;1;5
Itauçu;2002;6;24;7;59;4;5
Itauçu;2003;5;32;6;42;3;7
Itauçu;2004;2;54;2;55;3;7
Itauçu;2005;2;51;2;70;25;  
Itauçu;2006;2;22;3;81;3;9
Itauçu;2007;2;15;4;87;3;7
Itauçu;2008;2;16;21;79;4;11
Itauçu;2009;2;18;22;91;4;12
Itauçu;2010;2;22;15;105;4;13
Itauçu;2011;3;37;13;106;4;13
Itauçu;2012;3;37;19;117;5;12
Itauçu;2013;4;27;11;129;6;15
Itauçu;2014;4;31;9;130;5;21
Itauçu;2015;5;34;8;137;6;20
Itauçu;2016;5;50;8;175;6;16
Itauçu;2017;5;66;7;149;66;19
Itauçu;2018;5;83;5;170;76;18
Itumbiara;1999;185;427;583;1094;405;410
Itumbiara;2000;181;645;914;904;610;540
Itumbiara;2001;173;455;734;1255;437;558
Itumbiara;2002;171;448;797;991;467;593
Itumbiara;2003;163;761;903;848;465;583
Itumbiara;2004;184;815;980;810;436;602
Itumbiara;2005;202;1954;994;974;441;555
Itumbiara;2006;200;858;1194;854;439;559
Itumbiara;2007;206;1222;1419;832;423;567
Itumbiara;2008;221;1286;1609;939;426;591
Itumbiara;2009;251;1283;1555;1149;453;558
Itumbiara;2010;267;1370;1505;1367;437;563
Itumbiara;2011;284;1661;1817;1584;345;597
Itumbiara;2012;322;1561;1777;1693;505;655
Itumbiara;2013;337;1823;1910;1701;651;736
Itumbiara;2014;336;1866;1894;1878;723;729
Itumbiara;2015;360;1756;1835;1825;707;718
Itumbiara;2016;366;1878;1714;1796;708;739
Itumbiara;2017;374;1761;1681;1876;705;785
Itumbiara;2018;385;1819;1865;1810;721;820
Ivolândia;1999;  ;  ;2;  ;  ;  
Ivolândia;2000;  ;  ;2;  ;  ;  
Ivolândia;2001;  ;  ;2;  ;  ;  
Ivolândia;2002;;;3;;;
Ivolândia;2003;;;2;;;
Ivolândia;2004;  ;  ;3;  ;  ;  
Ivolândia;2005;  ;  ;4;  ;1;  
Ivolândia;2006;  ;  ;3;  ;3;  
Ivolândia;2007;  ;  ;3;  ;4;  
Ivolândia;2008;  ;  ;2;  ;4;  
Ivolândia;2009;4;  ;1;1;4;  
Ivolândia;2010;4;  ;1;1;2;  
Ivolândia;2011;3;;1;1;;
Ivolândia;2012;4;1;1;2;;
Ivolândia;2013;4;1;2;3;;
Ivolândia;2014;6;1;2;2;;
Ivolândia;2015;;1;1;4;;
Ivolândia;2016;;2;1;3;;
Ivolândia;2017;;3;1;4;;
Ivolândia;2018;  ;3;1;4;  ;  
Jandaia;1999;10;1;27;12;11;  
Jandaia;2000;10;3;28;22;12;  
Jandaia;2001;10;3;24;20;  ;  
Jandaia;2002;9;1;3;19;;3
Jandaia;2003;10;1;26;6;;6
Jandaia;2004;10;2;37;5;  ;6
Jandaia;2005;11;4;48;6;  ;2
Jandaia;2006;10;3;54;7;  ;3
Jandaia;2007;12;1;74;6;  ;4
Jandaia;2008;11;2;78;7;  ;5
Jandaia;2009;10;6;67;6;  ;6
Jandaia;2010;12;6;68;5;  ;8
Jandaia;2011;14;40;62;4;;6
Jandaia;2012;13;9;69;6;;5
Jandaia;2013;11;8;70;9;;7
Jandaia;2014;17;8;64;9;1;4
Jandaia;2015;20;15;50;12;1;3
Jandaia;2016;19;15;66;12;3;7
Jandaia;2017;21;18;64;14;1;7
Jandaia;2018;20;29;65;14;1;10
Jaraguá;1999;45;18;22;126;29;55
Jaraguá;2000;40;34;13;163;28;52
Jaraguá;2001;44;49;11;177;36;68
Jaraguá;2002;38;53;12;204;37;62
Jaraguá;2003;36;47;14;219;34;72
Jaraguá;2004;39;60;22;268;36;74
Jaraguá;2005;44;60;21;300;42;75
Jaraguá;2006;52;48;28;365;36;68
Jaraguá;2007;48;50;31;574;32;71
Jaraguá;2008;48;57;32;506;36;26
Jaraguá;2009;55;173;31;459;37;67
Jaraguá;2010;62;86;39;484;41;77
Jaraguá;2011;62;95;42;512;45;87
Jaraguá;2012;70;117;44;549;48;97
Jaraguá;2013;71;155;53;511;50;58
Jaraguá;2014;70;177;73;573;53;150
Jaraguá;2015;66;188;64;562;59;161
Jaraguá;2016;67;185;67;459;58;149
Jaraguá;2017;68;137;105;493;61;154
Jaraguá;2018;67;205;120;551;66;148
Jataí;1999;155;221;362;600;398;279
Jataí;2000;157;247;369;806;398;289
Jataí;2001;143;293;687;553;317;308
Jataí;2002;140;355;398;635;340;327
Jataí;2003;145;305;403;661;310;435
Jataí;2004;152;348;441;1042;303;406
Jataí;2005;157;362;405;1365;317;417
Jataí;2006;181;363;372;1291;352;361
Jataí;2007;193;463;432;1389;349;360
Jataí;2008;211;477;521;1279;339;450
Jataí;2009;212;628;612;1411;355;488
Jataí;2010;243;697;749;1440;391;547
Jataí;2011;254;719;793;1189;412;560
Jataí;2012;261;866;801;1394;348;596
Jataí;2013;297;922;868;1494;376;612
Jataí;2014;302;960;897;1571;356;667
Jataí;2015;328;1040;908;1583;453;604
Jataí;2016;316;1088;908;1740;479;563
Jataí;2017;311;1482;1339;1882;555;551
Jataí;2018;314;1828;1420;2226;603;614
Jaupaci;1999;  ;  ;2;  ;  ;  
Jaupaci;2000;  ;  ;2;  ;  ;  
Jaupaci;2001;  ;  ;1;1;  ;  
Jaupaci;2002;;;1;1;;
Jaupaci;2003;;;1;3;;
Jaupaci;2004;  ;  ;1;2;  ;  
Jaupaci;2005;  ;  ;1;  ;  ;  
Jaupaci;2006;  ;  ;4;1;  ;  
Jaupaci;2007;  ;1;5;1;  ;  
Jaupaci;2008;  ;1;2;1;  ;  
Jaupaci;2009;  ;1;1;2;  ;  
Jaupaci;2010;  ;1;1;3;  ;  
Jaupaci;2011;;1;2;6;;
Jaupaci;2012;;1;2;4;;
Jaupaci;2013;1;1;2;4;;
Jaupaci;2014;;;2;2;;
Jaupaci;2015;;2;1;2;;
Jaupaci;2016;;;1;2;;
Jaupaci;2017;;;1;4;;
Jaupaci;2018;  ;1;2;5;1;  
Jesúpolis;1999;  ;  ;1;  ;  ;  
Jesúpolis;2000;  ;  ;1;  ;  ;  
Jesúpolis;2001;  ;  ;1;  ;  ;  
Jesúpolis;2002;;;1;;;
Jesúpolis;2003;;;2;;;
Jesúpolis;2004;  ;  ;1;  ;  ;  
Jesúpolis;2005;  ;  ;1;  ;  ;  
Jesúpolis;2006;  ;  ;2;  ;  ;  
Jesúpolis;2007;  ;  ;5;  ;  ;  
Jesúpolis;2008;  ;  ;4;  ;  ;  
Jesúpolis;2009;  ;  ;2;1;  ;  
Jesúpolis;2010;  ;  ;2;1;  ;  
Jesúpolis;2011;;;4;1;;
Jesúpolis;2012;;;2;2;;
Jesúpolis;2013;;;2;1;1;
Jesúpolis;2014;;;2;1;1;
Jesúpolis;2015;;;2;;1;
Jesúpolis;2016;;;1;1;1;
Jesúpolis;2017;;;1;1;;
Jesúpolis;2018;  ;1;2;1;  ;  
Joviânia;1999;12;7;17;9;5;15
Joviânia;2000;12;14;17;7;5;15
Joviânia;2001;11;13;24;11;1;10
Joviânia;2002;10;14;29;6;2;2
Joviânia;2003;11;11;21;12;4;15
Joviânia;2004;10;12;13;12;7;15
Joviânia;2005;12;15;14;9;8;21
Joviânia;2006;12;7;15;10;6;12
Joviânia;2007;11;12;14;14;5;10
Joviânia;2008;13;9;17;19;1;2
Joviânia;2009;13;12;19;61;4;2
Joviânia;2010;12;7;19;54;4;2
Joviânia;2011;13;17;40;49;87;
Joviânia;2012;15;13;38;67;80;74
Joviânia;2013;14;13;41;17;82;89
Joviânia;2014;17;19;39;24;80;63
Joviânia;2015;15;18;48;28;78;117
Joviânia;2016;16;17;48;26;82;79
Joviânia;2017;16;24;53;30;77;75
Joviânia;2018;14;32;76;33;81;74
Jussara;1999;34;7;33;31;50;79
Jussara;2000;32;26;18;37;50;86
Jussara;2001;32;11;15;51;57;117
Jussara;2002;30;18;20;76;58;136
Jussara;2003;30;14;19;62;51;124
Jussara;2004;32;21;22;66;49;117
Jussara;2005;34;31;18;75;50;119
Jussara;2006;36;33;23;79;55;96
Jussara;2007;36;18;19;103;37;109
Jussara;2008;31;38;34;87;52;113
Jussara;2009;30;71;30;101;53;124
Jussara;2010;40;79;32;119;55;124
Jussara;2011;44;59;31;127;61;136
Jussara;2012;44;64;55;155;56;136
Jussara;2013;43;71;53;242;51;127
Jussara;2014;43;89;71;258;55;137
Jussara;2015;51;93;73;287;57;143
Jussara;2016;51;100;54;286;65;130
Jussara;2017;55;100;86;273;59;130
Jussara;2018;60;103;99;252;64;126
Lagoa Santa;1999;  ;  ;  ;  ;  ;  
Lagoa Santa;2000;  ;  ;  ;  ;  ;  
Lagoa Santa;2001;  ;  ;  ;  ;  ;  
Lagoa Santa;2002;;;;;;
Lagoa Santa;2003;;;;;;
Lagoa Santa;2004;  ;  ;  ;6;  ;  
Lagoa Santa;2005;  ;  ;3;40;  ;  
Lagoa Santa;2006;  ;  ;2;1;  ;  
Lagoa Santa;2007;  ;  ;3;10;  ;  
Lagoa Santa;2008;  ;  ;3;44;  ;  
Lagoa Santa;2009;  ;  ;1;43;  ;  
Lagoa Santa;2010;  ;  ;4;45;  ;  
Lagoa Santa;2011;1;;3;46;;
Lagoa Santa;2012;;;3;56;;
Lagoa Santa;2013;;1;3;54;;
Lagoa Santa;2014;;1;7;58;;
Lagoa Santa;2015;;2;1;49;;
Lagoa Santa;2016;;1;1;49;;
Lagoa Santa;2017;;1;1;47;;
Lagoa Santa;2018;  ;  ;1;52;  ;  
Leopoldo de Bulhões;1999;7;  ;5;1;15;6
Leopoldo de Bulhões;2000;4;  ;2;  ;14;  
Leopoldo de Bulhões;2001;3;  ;6;1;13;  
Leopoldo de Bulhões;2002;8;;8;2;13;
Leopoldo de Bulhões;2003;7;;7;4;13;2
Leopoldo de Bulhões;2004;3;  ;7;3;15;4
Leopoldo de Bulhões;2005;3;  ;15;1;15;4
Leopoldo de Bulhões;2006;2;1;10;  ;15;5
Leopoldo de Bulhões;2007;2;  ;4;6;36;4
Leopoldo de Bulhões;2008;1;  ;121;9;14;4
Leopoldo de Bulhões;2009;1;  ;2;9;13;2
Leopoldo de Bulhões;2010;1;  ;3;7;11;  
Leopoldo de Bulhões;2011;3;;10;8;;
Leopoldo de Bulhões;2012;3;5;4;6;;
Leopoldo de Bulhões;2013;3;5;5;8;;
Leopoldo de Bulhões;2014;3;5;8;8;;
Leopoldo de Bulhões;2015;2;8;183;8;;1
Leopoldo de Bulhões;2016;1;7;44;12;1;1
Leopoldo de Bulhões;2017;2;10;249;14;1;
Leopoldo de Bulhões;2018;3;7;206;26;18;  
Luziânia;1999;124;135;1007;464;150;430
Luziânia;2000;126;235;1116;583;149;451
Luziânia;2001;123;301;1164;583;155;509
Luziânia;2002;143;552;973;783;170;525
Luziânia;2003;131;554;1180;739;172;578
Luziânia;2004;135;1010;1128;809;166;342
Luziânia;2005;141;915;1172;830;221;254
Luziânia;2006;138;644;1185;947;251;355
Luziânia;2007;145;628;1332;950;360;475
Luziânia;2008;148;924;1352;985;274;465
Luziânia;2009;155;1006;1435;1086;519;619
Luziânia;2010;201;1187;1407;1103;553;651
Luziânia;2011;233;1237;1680;1117;614;693
Luziânia;2012;234;927;1612;1282;613;660
Luziânia;2013;234;1029;1367;1274;590;732
Luziânia;2014;234;1008;794;1463;685;781
Luziânia;2015;243;1040;756;1661;703;755
Luziânia;2016;234;872;740;1552;699;611
Luziânia;2017;192;970;863;1676;1217;2427
Luziânia;2018;198;1334;1127;1782;1243;2263
Mairipotaba;1999;  ;  ;1;  ;  ;  
Mairipotaba;2000;  ;3;1;  ;  ;  
Mairipotaba;2001;  ;  ;3;  ;  ;  
Mairipotaba;2002;;;5;;;
Mairipotaba;2003;;;5;;2;
Mairipotaba;2004;  ;  ;4;1;  ;  
Mairipotaba;2005;  ;  ;4;  ;  ;  
Mairipotaba;2006;  ;  ;6;1;  ;  
Mairipotaba;2007;  ;1;6;  ;  ;  
Mairipotaba;2008;  ;1;6;1;  ;  
Mairipotaba;2009;  ;  ;5;3;  ;  
Mairipotaba;2010;  ;  ;4;2;1;  
Mairipotaba;2011;;;4;1;1;
Mairipotaba;2012;;;4;1;1;
Mairipotaba;2013;;2;3;2;;
Mairipotaba;2014;;1;2;3;1;
Mairipotaba;2015;;2;2;1;1;
Mairipotaba;2016;;4;2;1;1;
Mairipotaba;2017;;3;2;1;1;
Mairipotaba;2018;  ;3;3;3;2;  
Mambaí;1999;  ;  ;1;  ;  ;  
Mambaí;2000;  ;159;2;  ;  ;  
Mambaí;2001;  ;  ;2;  ;  ;3
Mambaí;2002;;;2;1;;
Mambaí;2003;;11;2;1;1;
Mambaí;2004;  ;11;4;6;1;  
Mambaí;2005;  ;24;5;53;1;  
Mambaí;2006;  ;  ;5;10;  ;  
Mambaí;2007;  ;20;10;22;  ;  
Mambaí;2008;  ;  ;6;38;1;  
Mambaí;2009;  ;38;9;14;1;  
Mambaí;2010;  ;31;12;14;2;5
Mambaí;2011;;2;18;18;11;4
Mambaí;2012;;7;21;7;15;2
Mambaí;2013;;27;25;12;21;6
Mambaí;2014;;46;43;13;16;7
Mambaí;2015;6;36;51;25;6;4
Mambaí;2016;9;11;51;18;5;7
Mambaí;2017;7;6;54;24;5;9
Mambaí;2018;8;59;34;27;5;9
Mara Rosa;1999;16;9;5;5;12;  
Mara Rosa;2000;17;13;4;9;12;  
Mara Rosa;2001;15;12;6;14;7;  
Mara Rosa;2002;11;23;6;12;6;
Mara Rosa;2003;10;32;17;6;8;
Mara Rosa;2004;7;19;17;15;9;  
Mara Rosa;2005;8;11;25;29;11;  
Mara Rosa;2006;9;21;32;18;8;  
Mara Rosa;2007;10;2;27;24;9;  
Mara Rosa;2008;8;10;43;24;11;  
Mara Rosa;2009;9;8;29;22;15;2
Mara Rosa;2010;12;17;25;27;13;3
Mara Rosa;2011;13;16;14;27;100;63
Mara Rosa;2012;16;16;32;34;113;4
Mara Rosa;2013;22;29;36;28;13;4
Mara Rosa;2014;20;25;30;42;16;2
Mara Rosa;2015;23;25;28;46;14;2
Mara Rosa;2016;24;19;62;44;18;4
Mara Rosa;2017;22;39;40;44;113;4
Mara Rosa;2018;24;53;35;46;17;4
Marzagão;1999;  ;  ;1;1;  ;  
Marzagão;2000;  ;  ;1;1;  ;  
Marzagão;2001;  ;  ;1;1;  ;  
Marzagão;2002;;;1;;;
Marzagão;2003;;;1;;;
Marzagão;2004;  ;  ;1;2;  ;  
Marzagão;2005;  ;1;1;2;  ;  
Marzagão;2006;  ;1;2;  ;  ;  
Marzagão;2007;  ;1;3;  ;  ;  
Marzagão;2008;  ;  ;2;  ;  ;  
Marzagão;2009;  ;  ;2;8;  ;  
Marzagão;2010;  ;  ;2;3;  ;  
Marzagão;2011;;;2;3;;2
Marzagão;2012;;;2;2;;1
Marzagão;2013;;;3;5;;
Marzagão;2014;;4;4;5;;
Marzagão;2015;;5;4;5;;
Marzagão;2016;;5;2;4;;
Marzagão;2017;;8;4;4;;
Marzagão;2018;  ;6;4;2;  ;  
Matrinchã;1999;2;  ;1;1;  ;  
Matrinchã;2000;3;  ;1;  ;  ;  
Matrinchã;2001;3;  ;2;  ;  ;  
Matrinchã;2002;2;;6;;;
Matrinchã;2003;3;;2;30;;
Matrinchã;2004;4;1;3;2;  ;  
Matrinchã;2005;5;7;1;3;  ;  
Matrinchã;2006;4;  ;2;3;  ;  
Matrinchã;2007;5;  ;3;3;  ;  
Matrinchã;2008;5;3;  ;3;  ;  
Matrinchã;2009;5;  ;4;2;  ;  
Matrinchã;2010;8;1;3;9;  ;  
Matrinchã;2011;8;9;5;5;;1
Matrinchã;2012;8;6;9;7;;2
Matrinchã;2013;7;24;8;10;;2
Matrinchã;2014;7;16;3;7;1;4
Matrinchã;2015;6;5;4;6;1;3
Matrinchã;2016;7;5;2;8;;
Matrinchã;2017;8;8;6;7;;1
Matrinchã;2018;7;7;12;6;1;1
Maurilândia;1999;11;1;9;3;6;  
Maurilândia;2000;13;  ;10;3;  ;  
Maurilândia;2001;11;1;3;3;  ;  
Maurilândia;2002;8;1;11;5;;
Maurilândia;2003;8;3;20;13;;
Maurilândia;2004;9;3;7;13;  ;7
Maurilândia;2005;8;3;4;15;  ;10
Maurilândia;2006;8;4;19;20;1;10
Maurilândia;2007;9;4;20;29;1;13
Maurilândia;2008;10;7;38;53;1;10
Maurilândia;2009;10;31;41;29;  ;12
Maurilândia;2010;15;23;30;27;3;9
Maurilândia;2011;17;23;50;39;4;10
Maurilândia;2012;17;29;58;31;3;17
Maurilândia;2013;17;22;32;44;4;10
Maurilândia;2014;13;49;35;55;5;21
Maurilândia;2015;16;99;37;41;3;18
Maurilândia;2016;14;63;22;51;4;15
Maurilândia;2017;11;98;12;52;4;14
Maurilândia;2018;6;197;11;56;3;16
Mimoso de Goiás;1999;  ;  ;  ;  ;  ;  
Mimoso de Goiás;2000;  ;  ;  ;  ;  ;  
Mimoso de Goiás;2001;  ;  ;  ;  ;  ;  
Mimoso de Goiás;2002;;;2;;;
Mimoso de Goiás;2003;;;2;;;
Mimoso de Goiás;2004;  ;  ;4;5;  ;  
Mimoso de Goiás;2005;  ;  ;4;5;  ;  
Mimoso de Goiás;2006;  ;11;4;5;  ;  
Mimoso de Goiás;2007;  ;9;4;5;  ;  
Mimoso de Goiás;2008;  ;7;3;4;  ;  
Mimoso de Goiás;2009;  ;8;3;6;  ;  
Mimoso de Goiás;2010;  ;2;3;5;  ;  
Mimoso de Goiás;2011;;1;3;4;;
Mimoso de Goiás;2012;;1;3;3;;
Mimoso de Goiás;2013;;5;3;5;;
Mimoso de Goiás;2014;;1;2;8;;
Mimoso de Goiás;2015;;1;2;14;;
Mimoso de Goiás;2016;;;1;13;;
Mimoso de Goiás;2017;;;1;14;;
Mimoso de Goiás;2018;  ;  ;1;11;  ;  
Minaçu;1999;30;22;33;298;32;8
Minaçu;2000;32;48;29;137;31;2
Minaçu;2001;27;49;70;232;24;1
Minaçu;2002;32;62;59;151;32;57
Minaçu;2003;26;41;56;161;37;70
Minaçu;2004;26;75;50;192;44;62
Minaçu;2005;24;88;48;179;54;5
Minaçu;2006;29;106;51;129;50;62
Minaçu;2007;29;147;63;147;49;5
Minaçu;2008;33;171;50;195;52;3
Minaçu;2009;32;183;144;233;46;11
Minaçu;2010;33;99;226;244;30;12
Minaçu;2011;37;118;224;134;34;17
Minaçu;2012;39;127;234;152;40;14
Minaçu;2013;41;210;103;147;40;19
Minaçu;2014;40;243;129;202;42;17
Minaçu;2015;42;169;112;320;32;21
Minaçu;2016;38;167;100;206;33;18
Minaçu;2017;37;178;69;181;32;12
Minaçu;2018;37;176;63;364;32;16
Mineiros;1999;97;62;120;169;289;177
Mineiros;2000;98;81;185;215;299;170
Mineiros;2001;95;85;178;250;317;205
Mineiros;2002;98;99;204;267;333;210
Mineiros;2003;95;115;193;251;343;118
Mineiros;2004;104;121;193;259;379;249
Mineiros;2005;115;129;220;350;399;124
Mineiros;2006;96;190;177;485;374;284
Mineiros;2007;106;195;299;389;383;279
Mineiros;2008;124;228;345;632;406;340
Mineiros;2009;129;285;938;705;435;360
Mineiros;2010;142;320;376;608;445;461
Mineiros;2011;138;356;621;695;491;379
Mineiros;2012;149;442;719;786;511;445
Mineiros;2013;154;536;829;762;511;429
Mineiros;2014;158;530;878;797;503;483
Mineiros;2015;168;589;840;821;542;511
Mineiros;2016;187;534;904;859;551;672
Mineiros;2017;182;640;846;941;534;715
Mineiros;2018;198;856;900;1036;554;789
Moiporá;1999;  ;  ;1;  ;  ;  
Moiporá;2000;  ;  ;1;1;  ;  
Moiporá;2001;  ;  ;1;1;  ;  
Moiporá;2002;;;2;1;;
Moiporá;2003;;;2;1;;
Moiporá;2004;  ;  ;2;2;  ;  
Moiporá;2005;  ;  ;1;2;  ;  
Moiporá;2006;  ;  ;2;1;  ;  
Moiporá;2007;  ;  ;2;2;  ;  
Moiporá;2008;  ;  ;2;2;  ;  
Moiporá;2009;  ;  ;2;2;  ;  
Moiporá;2010;  ;  ;2;1;  ;  
Moiporá;2011;;1;2;2;;
Moiporá;2012;;1;2;3;;
Moiporá;2013;;1;2;1;;
Moiporá;2014;;1;2;4;;
Moiporá;2015;;1;2;2;;
Moiporá;2016;;1;2;3;;
Moiporá;2017;;1;2;2;;
Moiporá;2018;  ;1;1;2;  ;  
Monte Alegre de Goiás;1999;4;  ;1;1;  ;  
Monte Alegre de Goiás;2000;3;  ;2;1;  ;  
Monte Alegre de Goiás;2001;3;  ;2;1;  ;  
Monte Alegre de Goiás;2002;9;;2;1;;
Monte Alegre de Goiás;2003;5;;2;1;;
Monte Alegre de Goiás;2004;2;  ;2;1;  ;  
Monte Alegre de Goiás;2005;2;  ;2;  ;  ;  
Monte Alegre de Goiás;2006;2;1;1;8;  ;  
Monte Alegre de Goiás;2007;1;1;3;7;  ;  
Monte Alegre de Goiás;2008;1;1;  ;8;  ;  
Monte Alegre de Goiás;2009;1;1;3;11;  ;  
Monte Alegre de Goiás;2010;1;1;4;7;  ;  
Monte Alegre de Goiás;2011;3;3;5;9;;
Monte Alegre de Goiás;2012;1;5;3;7;;
Monte Alegre de Goiás;2013;1;5;3;6;;
Monte Alegre de Goiás;2014;1;6;5;6;;
Monte Alegre de Goiás;2015;1;10;5;12;;
Monte Alegre de Goiás;2016;1;9;3;12;;
Monte Alegre de Goiás;2017;1;5;2;12;;
Monte Alegre de Goiás;2018;  ;5;5;11;  ;  
Montes Claros de Goiás;1999;9;1;5;6;4;4
Montes Claros de Goiás;2000;10;1;1;12;2;5
Montes Claros de Goiás;2001;11;2;2;14;1;8
Montes Claros de Goiás;2002;9;4;5;11;;8
Montes Claros de Goiás;2003;10;1;7;11;;7
Montes Claros de Goiás;2004;11;1;16;9;  ;9
Montes Claros de Goiás;2005;12;1;15;15;  ;8
Montes Claros de Goiás;2006;9;4;16;15;  ;8
Montes Claros de Goiás;2007;10;8;12;19;  ;8
Montes Claros de Goiás;2008;11;4;15;21;1;8
Montes Claros de Goiás;2009;11;11;20;18;1;10
Montes Claros de Goiás;2010;14;28;23;22;  ;9
Montes Claros de Goiás;2011;13;15;34;23;2;10
Montes Claros de Goiás;2012;14;15;34;22;1;7
Montes Claros de Goiás;2013;12;15;38;38;2;8
Montes Claros de Goiás;2014;13;18;42;36;3;9
Montes Claros de Goiás;2015;12;19;44;27;3;10
Montes Claros de Goiás;2016;10;26;45;22;2;12
Montes Claros de Goiás;2017;10;28;47;22;5;15
Montes Claros de Goiás;2018;11;26;53;21;7;12
Montividiu;1999;11;7;54;36;4;4
Montividiu;2000;14;10;63;346;3;7
Montividiu;2001;13;13;426;7;2;13
Montividiu;2002;12;17;166;15;5;24
Montividiu;2003;13;10;87;275;4;33
Montividiu;2004;12;46;78;371;4;41
Montividiu;2005;15;21;98;344;3;15
Montividiu;2006;13;10;62;258;1;22
Montividiu;2007;13;7;118;365;3;21
Montividiu;2008;19;9;129;659;3;18
Montividiu;2009;17;14;133;668;6;26
Montividiu;2010;17;15;140;36;6;22
Montividiu;2011;17;15;145;39;8;26
Montividiu;2012;24;23;137;46;3;24
Montividiu;2013;30;33;160;47;9;57
Montividiu;2014;28;42;154;67;13;68
Montividiu;2015;27;44;164;48;13;30
Montividiu;2016;29;20;159;46;11;42
Montividiu;2017;29;35;156;60;11;47
Montividiu;2018;27;33;118;68;11;63
Montividiu do Norte;1999;  ;  ;1;  ;  ;  
Montividiu do Norte;2000;  ;  ;1;  ;  ;  
Montividiu do Norte;2001;  ;  ;1;2;  ;  
Montividiu do Norte;2002;;;2;;;
Montividiu do Norte;2003;;;4;;;
Montividiu do Norte;2004;  ;  ;2;  ;  ;  
Montividiu do Norte;2005;  ;  ;2;  ;  ;  
Montividiu do Norte;2006;  ;  ;2;1;  ;  
Montividiu do Norte;2007;  ;  ;4;1;  ;  
Montividiu do Norte;2008;  ;  ;4;1;  ;  
Montividiu do Norte;2009;  ;  ;2;2;  ;  
Montividiu do Norte;2010;  ;  ;2;4;  ;  
Montividiu do Norte;2011;;;2;3;;
Montividiu do Norte;2012;;;3;3;;
Montividiu do Norte;2013;;;3;2;;
Montividiu do Norte;2014;;;1;3;;
Montividiu do Norte;2015;;;2;3;;
Montividiu do Norte;2016;;1;2;1;;
Montividiu do Norte;2017;;1;1;3;;
Montividiu do Norte;2018;  ;1;2;5;  ;  
Morrinhos;1999;71;66;130;119;79;110
Morrinhos;2000;80;85;102;130;76;69
Morrinhos;2001;87;93;110;178;77;77
Morrinhos;2002;96;73;119;196;78;104
Morrinhos;2003;83;86;104;255;73;124
Morrinhos;2004;68;106;105;261;253;119
Morrinhos;2005;69;83;116;260;99;119
Morrinhos;2006;63;106;121;250;99;122
Morrinhos;2007;76;116;135;277;97;127
Morrinhos;2008;63;101;131;261;123;105
Morrinhos;2009;85;94;123;265;109;116
Morrinhos;2010;103;126;139;298;122;240
Morrinhos;2011;117;180;156;279;124;253
Morrinhos;2012;119;188;209;326;120;266
Morrinhos;2013;116;214;194;332;125;334
Morrinhos;2014;125;219;198;368;137;384
Morrinhos;2015;126;196;198;357;146;415
Morrinhos;2016;134;236;209;392;162;375
Morrinhos;2017;133;207;211;400;182;362
Morrinhos;2018;150;211;228;406;184;372
Morro Agudo de Goiás;1999;  ;  ;1;1;  ;  
Morro Agudo de Goiás;2000;  ;  ;1;1;  ;  
Morro Agudo de Goiás;2001;  ;  ;1;  ;  ;  
Morro Agudo de Goiás;2002;;;2;;;
Morro Agudo de Goiás;2003;;;1;;;
Morro Agudo de Goiás;2004;  ;  ;1;6;  ;  
Morro Agudo de Goiás;2005;  ;  ;1;1;  ;  
Morro Agudo de Goiás;2006;  ;  ;2;  ;  ;  
Morro Agudo de Goiás;2007;  ;  ;4;  ;  ;  
Morro Agudo de Goiás;2008;  ;  ;2;  ;  ;  
Morro Agudo de Goiás;2009;  ;  ;2;2;  ;  
Morro Agudo de Goiás;2010;  ;  ;75;2;  ;  
Morro Agudo de Goiás;2011;;;4;3;;
Morro Agudo de Goiás;2012;;1;6;4;;
Morro Agudo de Goiás;2013;;1;9;3;;
Morro Agudo de Goiás;2014;;1;9;3;;
Morro Agudo de Goiás;2015;;;10;2;;
Morro Agudo de Goiás;2016;;;11;8;;
Morro Agudo de Goiás;2017;;;7;11;;
Morro Agudo de Goiás;2018;  ;  ;5;3;  ;  
