Localidade;Ano;PopulacaoContagemTotal;PopulacaoContagemMasculina;PopulacaoContagemFeminina;PopulacaoContagemUrbana;PopulacaoContagemRural;PopulacaoContagem0-4;PopulacaoContagem5-9;PopulacaoContagem10-14;PopulacaoContagem15-19;PopulacaoContagem20-29;PopulacaoContagem30-39;PopulacaoContagem40-49;PopulacaoContagem50-59;PopulacaoContagem60-69;PopulacaoContagem70-79;PopulacaoContagem80;PopulacaoContagemIdadeIgnorada
São Francisco de Goiás;2007;5713;2916;2752;4189;1524;520;525;517;521;998;909;826;553;394;207;79;
São Francisco de Goiás;2011;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2012;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2013;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2014;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2015;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2016;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2017;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2018;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2019;;;;;;;;;;;;;;;;;
São Francisco de Goiás;2020;;;;;;;;;;;;;;;;;
São João d'Aliança;1996;5962;3219;2743;3643;2319;727;768;763;620;963;799;521;384;244;103;44;26
São João d'Aliança;2007;8177;4298;3787;5094;3083;888;814;779;768;1432;1114;925;614;450;235;99;
São João d'Aliança;2011;;;;;;;;;;;;;;;;;
São João d'Aliança;2012;;;;;;;;;;;;;;;;;
São João d'Aliança;2013;;;;;;;;;;;;;;;;;
São João d'Aliança;2014;;;;;;;;;;;;;;;;;
São João d'Aliança;2015;;;;;;;;;;;;;;;;;
São João d'Aliança;2016;;;;;;;;;;;;;;;;;
São João d'Aliança;2017;;;;;;;;;;;;;;;;;
São João d'Aliança;2018;;;;;;;;;;;;;;;;;
São João d'Aliança;2019;;;;;;;;;;;;;;;;;
São João d'Aliança;2020;;;;;;;;;;;;;;;;;
São João da Paraúna;1996;2063;1051;1012;1345;718;190;199;224;204;372;326;221;147;109;54;17;
São João da Paraúna;2007;1699;853;842;1212;487;165;178;158;162;366;316;309;212;139;105;37;
São João da Paraúna;2011;;;;;;;;;;;;;;;;;
São João da Paraúna;2012;;;;;;;;;;;;;;;;;
São João da Paraúna;2013;;;;;;;;;;;;;;;;;
São João da Paraúna;2014;;;;;;;;;;;;;;;;;
São João da Paraúna;2015;;;;;;;;;;;;;;;;;
São João da Paraúna;2016;;;;;;;;;;;;;;;;;
São João da Paraúna;2017;;;;;;;;;;;;;;;;;
São João da Paraúna;2018;;;;;;;;;;;;;;;;;
São João da Paraúna;2019;;;;;;;;;;;;;;;;;
São João da Paraúna;2020;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;1996;25400;12609;12791;20621;4779;2306;2402;2524;2581;4531;3966;2894;2000;1324;614;251;7
São Luis de Montes Belos;2007;26784;13119;13657;23439;3345;1973;2068;2259;2318;4685;4302;3939;2669;1834;1049;431;
São Luis de Montes Belos;2011;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2012;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2013;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2014;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2015;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2016;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2017;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2018;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2019;;;;;;;;;;;;;;;;;
São Luis de Montes Belos;2020;;;;;;;;;;;;;;;;;
São Luiz do Norte;1996;3996;2102;1894;2502;1494;374;401;495;480;712;607;382;266;163;70;22;24
São Luiz do Norte;2007;4266;2203;2047;3557;709;346;342;331;344;799;646;556;403;225;137;55;
São Luiz do Norte;2011;;;;;;;;;;;;;;;;;
São Luiz do Norte;2012;;;;;;;;;;;;;;;;;
São Luiz do Norte;2013;;;;;;;;;;;;;;;;;
São Luiz do Norte;2014;;;;;;;;;;;;;;;;;
São Luiz do Norte;2015;;;;;;;;;;;;;;;;;
São Luiz do Norte;2016;;;;;;;;;;;;;;;;;
São Luiz do Norte;2017;;;;;;;;;;;;;;;;;
São Luiz do Norte;2018;;;;;;;;;;;;;;;;;
São Luiz do Norte;2019;;;;;;;;;;;;;;;;;
São Luiz do Norte;2020;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;1996;21133;10918;10215;17179;3954;2066;2185;2419;2304;4123;3031;2170;1391;865;424;140;15
São Miguel do Araguaia;2007;22468;11563;10891;18202;4266;2271;2338;2255;2337;4633;4179;3237;2213;1408;719;292;
São Miguel do Araguaia;2011;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2012;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2013;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2014;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2015;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2016;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2017;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2018;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2019;;;;;;;;;;;;;;;;;
São Miguel do Araguaia;2020;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;1996;2980;1586;1394;1262;1718;289;317;348;305;554;483;299;197;116;49;20;3
São Miguel do Passa Quatro;2007;3680;1947;1731;1870;1810;317;320;318;351;733;693;576;369;213;111;42;
São Miguel do Passa Quatro;2011;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2012;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2013;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2014;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2015;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2016;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2017;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2018;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2019;;;;;;;;;;;;;;;;;
São Miguel do Passa Quatro;2020;;;;;;;;;;;;;;;;;
São Patrício;1996;;;;;;;;;;;;;;;;;
São Patrício;2007;2051;1034;1015;980;1071;145;147;149;158;321;308;300;192;148;67;32;
São Patrício;2011;;;;;;;;;;;;;;;;;
São Patrício;2012;;;;;;;;;;;;;;;;;
São Patrício;2013;;;;;;;;;;;;;;;;;
São Patrício;2014;;;;;;;;;;;;;;;;;
São Patrício;2015;;;;;;;;;;;;;;;;;
São Patrício;2016;;;;;;;;;;;;;;;;;
São Patrício;2017;;;;;;;;;;;;;;;;;
São Patrício;2018;;;;;;;;;;;;;;;;;
São Patrício;2019;;;;;;;;;;;;;;;;;
São Patrício;2020;;;;;;;;;;;;;;;;;
São Simão;1996;12257;6297;5960;11854;403;1129;1124;1242;1238;2227;1808;1399;922;676;356;131;5
São Simão;2007;13832;6808;6784;13464;368;1185;1232;1359;1269;2567;2583;2099;1448;1002;624;274;
São Simão;2011;;;;;;;;;;;;;;;;;
São Simão;2012;;;;;;;;;;;;;;;;;
São Simão;2013;;;;;;;;;;;;;;;;;
São Simão;2014;;;;;;;;;;;;;;;;;
São Simão;2015;;;;;;;;;;;;;;;;;
São Simão;2016;;;;;;;;;;;;;;;;;
São Simão;2017;;;;;;;;;;;;;;;;;
São Simão;2018;;;;;;;;;;;;;;;;;
São Simão;2019;;;;;;;;;;;;;;;;;
São Simão;2020;;;;;;;;;;;;;;;;;
Senador Canedo;1996;44266;22124;22142;41384;2882;5610;5433;5261;4643;8652;7061;3629;2063;1189;449;129;147
Senador Canedo;2007;70559;34597;34992;67900;2659;8073;7561;7458;7727;15623;13179;9603;4839;2321;1176;390;
Senador Canedo;2011;;;;;;;;;;;;;;;;;
Senador Canedo;2012;;;;;;;;;;;;;;;;;
Senador Canedo;2013;;;;;;;;;;;;;;;;;
Senador Canedo;2014;;;;;;;;;;;;;;;;;
Senador Canedo;2015;;;;;;;;;;;;;;;;;
Senador Canedo;2016;;;;;;;;;;;;;;;;;
Senador Canedo;2017;;;;;;;;;;;;;;;;;
Senador Canedo;2018;;;;;;;;;;;;;;;;;
Senador Canedo;2019;;;;;;;;;;;;;;;;;
Senador Canedo;2020;;;;;;;;;;;;;;;;;
Serranópolis;1996;6707;3648;3059;4349;2358;666;675;662;650;1328;910;696;576;309;176;50;9
Serranópolis;2007;7333;3942;3310;5155;2178;426;419;425;421;864;832;659;492;418;192;94;
Serranópolis;2011;;;;;;;;;;;;;;;;;
Serranópolis;2012;;;;;;;;;;;;;;;;;
Serranópolis;2013;;;;;;;;;;;;;;;;;
Serranópolis;2014;;;;;;;;;;;;;;;;;
Serranópolis;2015;;;;;;;;;;;;;;;;;
Serranópolis;2016;;;;;;;;;;;;;;;;;
Serranópolis;2017;;;;;;;;;;;;;;;;;
Serranópolis;2018;;;;;;;;;;;;;;;;;
Serranópolis;2019;;;;;;;;;;;;;;;;;
Serranópolis;2020;;;;;;;;;;;;;;;;;
Silvânia;1996;18761;9853;8908;9308;9453;1755;1809;1994;2118;3530;2709;1933;1405;901;429;154;24
Silvânia;2007;18370;9481;8881;11868;6502;1689;1752;1564;1563;3459;3192;2461;1769;1175;606;254;
Silvânia;2011;;;;;;;;;;;;;;;;;
Silvânia;2012;;;;;;;;;;;;;;;;;
Silvânia;2013;;;;;;;;;;;;;;;;;
Silvânia;2014;;;;;;;;;;;;;;;;;
Silvânia;2015;;;;;;;;;;;;;;;;;
Silvânia;2016;;;;;;;;;;;;;;;;;
Silvânia;2017;;;;;;;;;;;;;;;;;
Silvânia;2018;;;;;;;;;;;;;;;;;
Silvânia;2019;;;;;;;;;;;;;;;;;
Silvânia;2020;;;;;;;;;;;;;;;;;
Simolândia;1996;6053;3110;2943;4896;1157;690;772;904;821;970;718;471;348;204;104;43;8
Simolândia;2007;6915;3535;3380;5735;1180;741;705;621;704;1284;908;749;496;315;173;69;
Simolândia;2011;;;;;;;;;;;;;;;;;
Simolândia;2012;;;;;;;;;;;;;;;;;
Simolândia;2013;;;;;;;;;;;;;;;;;
Simolândia;2014;;;;;;;;;;;;;;;;;
Simolândia;2015;;;;;;;;;;;;;;;;;
Simolândia;2016;;;;;;;;;;;;;;;;;
Simolândia;2017;;;;;;;;;;;;;;;;;
Simolândia;2018;;;;;;;;;;;;;;;;;
Simolândia;2019;;;;;;;;;;;;;;;;;
Simolândia;2020;;;;;;;;;;;;;;;;;
Sítio d'Abadia;1996;2893;1515;1378;647;2246;336;402;410;369;402;361;250;160;119;52;21;11
Sítio d'Abadia;2007;3251;1769;1471;1034;2217;261;247;246;282;522;317;319;224;113;72;29;
Sítio d'Abadia;2011;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2012;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2013;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2014;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2015;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2016;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2017;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2018;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2019;;;;;;;;;;;;;;;;;
Sítio d'Abadia;2020;;;;;;;;;;;;;;;;;
Taquaral de Goiás;1996;3779;1958;1821;2418;1361;327;355;386;342;622;622;450;292;223;94;51;15
Taquaral de Goiás;2007;3404;1713;1623;2698;706;193;196;239;261;467;472;497;378;249;154;74;
Taquaral de Goiás;2011;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2012;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2013;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2014;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2015;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2016;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2017;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2018;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2019;;;;;;;;;;;;;;;;;
Taquaral de Goiás;2020;;;;;;;;;;;;;;;;;
Teresina de Goiás;1996;2056;1082;974;1429;627;262;292;283;199;305;237;165;135;101;55;18;4
Teresina de Goiás;2007;2773;1361;1303;1931;842;484;436;378;401;652;394;295;238;177;120;47;
Teresina de Goiás;2011;;;;;;;;;;;;;;;;;
Teresina de Goiás;2012;;;;;;;;;;;;;;;;;
Teresina de Goiás;2013;;;;;;;;;;;;;;;;;
Teresina de Goiás;2014;;;;;;;;;;;;;;;;;
Teresina de Goiás;2015;;;;;;;;;;;;;;;;;
Teresina de Goiás;2016;;;;;;;;;;;;;;;;;
Teresina de Goiás;2017;;;;;;;;;;;;;;;;;
Teresina de Goiás;2018;;;;;;;;;;;;;;;;;
Teresina de Goiás;2019;;;;;;;;;;;;;;;;;
Teresina de Goiás;2020;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;1996;4422;2295;2127;3558;864;483;491;497;538;859;625;367;280;189;65;23;5
Terezópolis de Goiás;2007;5620;2797;2717;4909;711;655;670;606;576;1203;1029;743;461;305;134;61;
Terezópolis de Goiás;2011;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2012;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2013;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2014;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2015;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2016;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2017;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2018;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2019;;;;;;;;;;;;;;;;;
Terezópolis de Goiás;2020;;;;;;;;;;;;;;;;;
Três Ranchos;1996;2660;1394;1266;1788;872;267;241;252;245;512;412;301;209;126;74;18;3
Três Ranchos;2007;2862;1464;1390;2528;334;234;237;286;293;536;544;469;351;214;111;42;
Três Ranchos;2011;;;;;;;;;;;;;;;;;
Três Ranchos;2012;;;;;;;;;;;;;;;;;
Três Ranchos;2013;;;;;;;;;;;;;;;;;
Três Ranchos;2014;;;;;;;;;;;;;;;;;
Três Ranchos;2015;;;;;;;;;;;;;;;;;
Três Ranchos;2016;;;;;;;;;;;;;;;;;
Três Ranchos;2017;;;;;;;;;;;;;;;;;
Três Ranchos;2018;;;;;;;;;;;;;;;;;
Três Ranchos;2019;;;;;;;;;;;;;;;;;
Três Ranchos;2020;;;;;;;;;;;;;;;;;
Trindade;1996;69838;34586;35252;65143;4695;7170;7364;7662;7642;13343;11006;7037;4086;2777;1171;426;154
Trindade;2007;97491;47299;49170;94515;2976;9741;9857;9640;9665;20352;17691;13167;7989;4275;2332;889;
Trindade;2011;;;;;;;;;;;;;;;;;
Trindade;2012;;;;;;;;;;;;;;;;;
Trindade;2013;;;;;;;;;;;;;;;;;
Trindade;2014;;;;;;;;;;;;;;;;;
Trindade;2015;;;;;;;;;;;;;;;;;
Trindade;2016;;;;;;;;;;;;;;;;;
Trindade;2017;;;;;;;;;;;;;;;;;
Trindade;2018;;;;;;;;;;;;;;;;;
Trindade;2019;;;;;;;;;;;;;;;;;
Trindade;2020;;;;;;;;;;;;;;;;;
Trombas;1996;3601;1894;1707;2409;1192;360;342;430;430;644;477;327;297;183;79;31;1
Trombas;2007;3537;1847;1690;2267;1270;249;257;242;231;510;420;380;273;200;117;47;
Trombas;2011;;;;;;;;;;;;;;;;;
Trombas;2012;;;;;;;;;;;;;;;;;
Trombas;2013;;;;;;;;;;;;;;;;;
Trombas;2014;;;;;;;;;;;;;;;;;
Trombas;2015;;;;;;;;;;;;;;;;;
Trombas;2016;;;;;;;;;;;;;;;;;
Trombas;2017;;;;;;;;;;;;;;;;;
Trombas;2018;;;;;;;;;;;;;;;;;
Trombas;2019;;;;;;;;;;;;;;;;;
Trombas;2020;;;;;;;;;;;;;;;;;
Turvânia;1996;5500;2827;2673;4038;1462;492;485;544;583;1011;778;663;412;330;149;50;3
Turvânia;2007;4962;2497;2439;4036;926;350;352;401;421;780;796;666;520;340;213;82;
Turvânia;2011;;;;;;;;;;;;;;;;;
Turvânia;2012;;;;;;;;;;;;;;;;;
Turvânia;2013;;;;;;;;;;;;;;;;;
Turvânia;2014;;;;;;;;;;;;;;;;;
Turvânia;2015;;;;;;;;;;;;;;;;;
Turvânia;2016;;;;;;;;;;;;;;;;;
Turvânia;2017;;;;;;;;;;;;;;;;;
Turvânia;2018;;;;;;;;;;;;;;;;;
Turvânia;2019;;;;;;;;;;;;;;;;;
Turvânia;2020;;;;;;;;;;;;;;;;;
Turvelândia;1996;3016;1649;1367;2114;902;328;341;337;299;576;510;277;165;96;31;8;48
Turvelândia;2007;3852;2094;1755;2865;987;418;408;394;437;856;712;609;324;178;86;27;
Turvelândia;2011;;;;;;;;;;;;;;;;;
Turvelândia;2012;;;;;;;;;;;;;;;;;
Turvelândia;2013;;;;;;;;;;;;;;;;;
Turvelândia;2014;;;;;;;;;;;;;;;;;
Turvelândia;2015;;;;;;;;;;;;;;;;;
Turvelândia;2016;;;;;;;;;;;;;;;;;
Turvelândia;2017;;;;;;;;;;;;;;;;;
Turvelândia;2018;;;;;;;;;;;;;;;;;
Turvelândia;2019;;;;;;;;;;;;;;;;;
Turvelândia;2020;;;;;;;;;;;;;;;;;
Uirapuru;1996;2986;1582;1404;1349;1637;298;336;368;353;525;409;300;203;116;60;17;1
Uirapuru;2007;3021;1589;1432;1524;1497;288;280;286;292;483;457;398;270;212;84;38;
Uirapuru;2011;;;;;;;;;;;;;;;;;
Uirapuru;2012;;;;;;;;;;;;;;;;;
Uirapuru;2013;;;;;;;;;;;;;;;;;
Uirapuru;2014;;;;;;;;;;;;;;;;;
Uirapuru;2015;;;;;;;;;;;;;;;;;
Uirapuru;2016;;;;;;;;;;;;;;;;;
Uirapuru;2017;;;;;;;;;;;;;;;;;
Uirapuru;2018;;;;;;;;;;;;;;;;;
Uirapuru;2019;;;;;;;;;;;;;;;;;
Uirapuru;2020;;;;;;;;;;;;;;;;;
Uruaçu;1996;33765;16826;16939;30006;3759;3283;3533;3998;3782;6135;4953;3372;2257;1472;695;260;25
Uruaçu;2007;33382;16393;16874;30312;3070;2752;2782;2815;3006;5792;4877;4420;3058;2014;1188;487;
Uruaçu;2011;;;;;;;;;;;;;;;;;
Uruaçu;2012;;;;;;;;;;;;;;;;;
Uruaçu;2013;;;;;;;;;;;;;;;;;
Uruaçu;2014;;;;;;;;;;;;;;;;;
Uruaçu;2015;;;;;;;;;;;;;;;;;
Uruaçu;2016;;;;;;;;;;;;;;;;;
Uruaçu;2017;;;;;;;;;;;;;;;;;
Uruaçu;2018;;;;;;;;;;;;;;;;;
Uruaçu;2019;;;;;;;;;;;;;;;;;
Uruaçu;2020;;;;;;;;;;;;;;;;;
Uruana;1996;14826;7499;7327;11307;3519;1287;1404;1578;1605;2714;2378;1615;1093;698;323;113;18
Uruana;2007;13712;6963;6736;11313;2399;1101;1152;1140;1189;2465;2189;2009;1378;830;463;183;
Uruana;2011;;;;;;;;;;;;;;;;;
Uruana;2012;;;;;;;;;;;;;;;;;
Uruana;2013;;;;;;;;;;;;;;;;;
Uruana;2014;;;;;;;;;;;;;;;;;
Uruana;2015;;;;;;;;;;;;;;;;;
Uruana;2016;;;;;;;;;;;;;;;;;
Uruana;2017;;;;;;;;;;;;;;;;;
Uruana;2018;;;;;;;;;;;;;;;;;
Uruana;2019;;;;;;;;;;;;;;;;;
Uruana;2020;;;;;;;;;;;;;;;;;
Urutaí;1996;2870;1482;1388;2300;570;240;250;285;312;464;414;361;272;165;82;25;
Urutaí;2007;2727;1386;1339;2212;515;245;256;253;247;563;454;487;411;251;126;49;
Urutaí;2011;;;;;;;;;;;;;;;;;
Urutaí;2012;;;;;;;;;;;;;;;;;
Urutaí;2013;;;;;;;;;;;;;;;;;
Urutaí;2014;;;;;;;;;;;;;;;;;
Urutaí;2015;;;;;;;;;;;;;;;;;
Urutaí;2016;;;;;;;;;;;;;;;;;
Urutaí;2017;;;;;;;;;;;;;;;;;
Urutaí;2018;;;;;;;;;;;;;;;;;
Urutaí;2019;;;;;;;;;;;;;;;;;
Urutaí;2020;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;1996;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2007;114450;54869;58028;114450;;14032;13141;12581;12517;27458;22151;13946;7270;3229;1471;516;
Valparaíso de Goiás;2011;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2012;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2013;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2014;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2015;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2016;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2017;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2018;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2019;;;;;;;;;;;;;;;;;
Valparaíso de Goiás;2020;;;;;;;;;;;;;;;;;
Varjão;1996;3455;1781;1674;2034;1421;315;304;371;357;583;530;393;283;205;86;24;4
Varjão;2007;3649;1833;1776;2192;1457;267;262;300;277;562;541;514;425;252;145;57;
Varjão;2011;;;;;;;;;;;;;;;;;
Varjão;2012;;;;;;;;;;;;;;;;;
Varjão;2013;;;;;;;;;;;;;;;;;
Varjão;2014;;;;;;;;;;;;;;;;;
Varjão;2015;;;;;;;;;;;;;;;;;
Varjão;2016;;;;;;;;;;;;;;;;;
Varjão;2017;;;;;;;;;;;;;;;;;
Varjão;2018;;;;;;;;;;;;;;;;;
Varjão;2019;;;;;;;;;;;;;;;;;
Varjão;2020;;;;;;;;;;;;;;;;;
Vianópolis;1996;9519;4860;4659;6379;3140;909;966;1034;1039;1766;1472;933;664;418;230;59;29
Vianópolis;2007;12187;6180;6000;9105;3082;1153;1167;1177;1151;2404;2169;1716;1022;671;414;150;
Vianópolis;2011;;;;;;;;;;;;;;;;;
Vianópolis;2012;;;;;;;;;;;;;;;;;
Vianópolis;2013;;;;;;;;;;;;;;;;;
Vianópolis;2014;;;;;;;;;;;;;;;;;
Vianópolis;2015;;;;;;;;;;;;;;;;;
Vianópolis;2016;;;;;;;;;;;;;;;;;
Vianópolis;2017;;;;;;;;;;;;;;;;;
Vianópolis;2018;;;;;;;;;;;;;;;;;
Vianópolis;2019;;;;;;;;;;;;;;;;;
Vianópolis;2020;;;;;;;;;;;;;;;;;
Vicentinópolis;1996;5871;3061;2810;4514;1357;638;653;637;604;1161;908;579;367;219;72;30;3
Vicentinópolis;2007;5919;3052;2867;5189;730;560;551;598;606;1248;1152;876;534;321;177;54;
Vicentinópolis;2011;;;;;;;;;;;;;;;;;
Vicentinópolis;2012;;;;;;;;;;;;;;;;;
Vicentinópolis;2013;;;;;;;;;;;;;;;;;
Vicentinópolis;2014;;;;;;;;;;;;;;;;;
Vicentinópolis;2015;;;;;;;;;;;;;;;;;
Vicentinópolis;2016;;;;;;;;;;;;;;;;;
Vicentinópolis;2017;;;;;;;;;;;;;;;;;
Vicentinópolis;2018;;;;;;;;;;;;;;;;;
Vicentinópolis;2019;;;;;;;;;;;;;;;;;
Vicentinópolis;2020;;;;;;;;;;;;;;;;;
Vila Boa;1996;2720;1409;1311;2004;716;332;407;368;345;418;355;208;145;91;36;12;3
Vila Boa;2007;4198;2102;1956;3188;1010;463;401;400;407;712;458;357;205;149;79;29;
Vila Boa;2011;;;;;;;;;;;;;;;;;
Vila Boa;2012;;;;;;;;;;;;;;;;;
Vila Boa;2013;;;;;;;;;;;;;;;;;
Vila Boa;2014;;;;;;;;;;;;;;;;;
Vila Boa;2015;;;;;;;;;;;;;;;;;
Vila Boa;2016;;;;;;;;;;;;;;;;;
Vila Boa;2017;;;;;;;;;;;;;;;;;
Vila Boa;2018;;;;;;;;;;;;;;;;;
Vila Boa;2019;;;;;;;;;;;;;;;;;
Vila Boa;2020;;;;;;;;;;;;;;;;;
Vila Propício;1996;;;;;;;;;;;;;;;;;
Vila Propício;2007;5044;2674;2366;1434;3610;506;480;515;509;886;685;575;417;294;155;55;"
"
Vila Propício;2011;;;;;;;;;;;;;;;;;
Vila Propício;2012;;;;;;;;;;;;;;;;;
Vila Propício;2013;;;;;;;;;;;;;;;;;
Vila Propício;2014;;;;;;;;;;;;;;;;;
Vila Propício;2015;;;;;;;;;;;;;;;;;
Vila Propício;2016;;;;;;;;;;;;;;;;;
Vila Propício;2017;;;;;;;;;;;;;;;;;
Vila Propício;2018;;;;;;;;;;;;;;;;;
Vila Propício;2019;;;;;;;;;;;;;;;;;
Vila Propício;2020;;;;;;;;;;;;;;;;;
