Localidade	Ano	Existentes/Federal	Existentes/Estadual	Existentes/Municipal	Existentes/Particular	Utilizadas/Federal	Utilizadas/Estadual	Utilizadas/Municipal	Utilizadas/Particular
Rianápolis	2015		16	15			16	16	
Rianápolis	2016		16	16			16	16	
Rianápolis	2017		17	20			17	20	
Rio Quente	2002		6	15					
Rio Quente	2003		7	9					
Rio Quente	2004		7	8					
Rio Quente	2005		7	9					
Rio Quente	2006		7	8					
Rio Quente	2007		6	14					
Rio Quente	2008		7	18			6	18	
Rio Quente	2009		7	11			6	11	
Rio Quente	2010		7	11			7	11	
Rio Quente	2011		7	11			7	11	
Rio Quente	2012		6	12			7	12	
Rio Quente	2013		7	12	5		7	12	5
Rio Quente	2014		7	9	6		7	3	6
Rio Quente	2015		7	16	6		7	16	5
Rio Quente	2016		7	16	6		6	16	5
Rio Quente	2017		8	18	5		8	18	4
Rubiataba	2002		70	51	18				
Rubiataba	2003		69	47	18				
Rubiataba	2004		73	46	20				
Rubiataba	2005		68	46	12				
Rubiataba	2006		69	47	16				
Rubiataba	2007		69	41	20				
Rubiataba	2008		101	50	24		68	47	23
Rubiataba	2009		101	50	30		69	43	29
Rubiataba	2010		103	51	41		72	45	34
Rubiataba	2011		81	52	34		62	52	26
Rubiataba	2012		71	56	23		63	49	16
Rubiataba	2013		72	63	25		61	50	13
Rubiataba	2014		72	79	7		61	62	7
Rubiataba	2015		78	83	7		69	60	7
Rubiataba	2016		82	86	10		70	60	10
Rubiataba	2017		79	86	6		70	63	6
Sanclerlândia	2002		42	10	16				
Sanclerlândia	2003		38	10	20				
Sanclerlândia	2004		33	11	10				
Sanclerlândia	2005		32	12	10				
Sanclerlândia	2006		32	11	10				
Sanclerlândia	2007		31	10	10				
Sanclerlândia	2008		31	10			29	5	
Sanclerlândia	2009		31	10	10		34	6	10
Sanclerlândia	2010		31	13	10		31	14	10
Sanclerlândia	2011		31	17	10		29	17	10
Sanclerlândia	2012		32	23			24	15	
Sanclerlândia	2013		29	26			25	15	
Sanclerlândia	2014		29	32			27	14	
Sanclerlândia	2015		29	32			27	13	
Sanclerlândia	2016		29	32			28	13	
Sanclerlândia	2017		29	35			28	23	
Santa Bárbara de Goiás	2002		13	12					
Santa Bárbara de Goiás	2003		14	18					
Santa Bárbara de Goiás	2004		14	12					
Santa Bárbara de Goiás	2005		14	11					
Santa Bárbara de Goiás	2006		15	12					
Santa Bárbara de Goiás	2007		15	12					
Santa Bárbara de Goiás	2008		15	12			14	12	
Santa Bárbara de Goiás	2009		15	12			13	12	
Santa Bárbara de Goiás	2010		16	13			15	13	
Santa Bárbara de Goiás	2011		16	19			14	19	
Santa Bárbara de Goiás	2012		16	20			14	19	
Santa Bárbara de Goiás	2013		16	21			15	21	
Santa Bárbara de Goiás	2014		15	20			14	19	
Santa Bárbara de Goiás	2015		15	21			14	21	
Santa Bárbara de Goiás	2016		15	21			14	20	
Santa Bárbara de Goiás	2017		15	21			15	21	
Santa Cruz de Goiás	2002		15	14					
Santa Cruz de Goiás	2003		14	10					
Santa Cruz de Goiás	2004		10	20					
Santa Cruz de Goiás	2005		9	17					
Santa Cruz de Goiás	2006		9	16					
Santa Cruz de Goiás	2007		9	15					
Santa Cruz de Goiás	2008		9	15			8	15	
Santa Cruz de Goiás	2009		9	16			9	16	
Santa Cruz de Goiás	2010		9	16			8	16	
Santa Cruz de Goiás	2011		9	15			7	15	
Santa Cruz de Goiás	2012		9	15			8	15	
Santa Cruz de Goiás	2013		10	14			7	13	
Santa Cruz de Goiás	2014		9	14			8	13	
Santa Cruz de Goiás	2015		9	15			8	14	
Santa Cruz de Goiás	2016		9	15			7	14	
Santa Cruz de Goiás	2017		23	15			7	15	
Santa Fé de Goiás	2002		12	13					
Santa Fé de Goiás	2003		12	13					
Santa Fé de Goiás	2004		12	13					
Santa Fé de Goiás	2005		11	17					
Santa Fé de Goiás	2006		11	15	4				
Santa Fé de Goiás	2007		12	15	4				
Santa Fé de Goiás	2008		11	14	4		11	14	4
Santa Fé de Goiás	2009		11	14			11	14	
Santa Fé de Goiás	2010		11	14			11	14	
Santa Fé de Goiás	2011		11	15			11	15	
Santa Fé de Goiás	2012		12	18			12	18	
Santa Fé de Goiás	2013		12	19			12	19	
Santa Fé de Goiás	2014		12	19			12	19	
Santa Fé de Goiás	2015		12	18			11	18	
Santa Fé de Goiás	2016		12	18			10	18	
Santa Fé de Goiás	2017		9	18			8	18	
Santa Helena de Goiás	2002		81	62	35				
Santa Helena de Goiás	2003		77	63	31				
Santa Helena de Goiás	2004		66	67	48				
Santa Helena de Goiás	2005		65	61	57				
Santa Helena de Goiás	2006		66	65	59				
Santa Helena de Goiás	2007		66	46	61				
Santa Helena de Goiás	2008		88	56	66		75	62	66
Santa Helena de Goiás	2009		88	56	62		69	64	63
Santa Helena de Goiás	2010		81	61	63		69	65	84
Santa Helena de Goiás	2011		71	51	60		66	51	85
Santa Helena de Goiás	2012		79	51	62		66	61	87
Santa Helena de Goiás	2013		70	54	62		61	65	87
Santa Helena de Goiás	2014		72	62	73		66	73	73
Santa Helena de Goiás	2015		71	78	79		63	85	77
Santa Helena de Goiás	2016		72	85	67		65	85	65
Santa Helena de Goiás	2017		73	81	80		67	81	78
Santa Isabel	2002		20	8					
Santa Isabel	2003		20	9					
Santa Isabel	2004		21	9					
Santa Isabel	2005		22	6					
Santa Isabel	2006		21	7					
Santa Isabel	2007		21	9					
Santa Isabel	2008		22	8			19	6	
Santa Isabel	2009		21	11			19	11	
Santa Isabel	2010		22	11			16	12	
Santa Isabel	2011		23	8			17	8	
Santa Isabel	2012		18	8			18	10	
Santa Isabel	2013		20	8			17	8	
Santa Isabel	2014		20	10			17	12	
Santa Isabel	2015		20	12			18	12	
Santa Isabel	2016		24	8			18	11	
Santa Isabel	2017		24	8			16	10	
Santa Rita do Araguaia	2002		16	10					
Santa Rita do Araguaia	2003		17	11					
Santa Rita do Araguaia	2004		18	10					
Santa Rita do Araguaia	2005		16	12					
Santa Rita do Araguaia	2006		17	13					
Santa Rita do Araguaia	2007		16	13					
Santa Rita do Araguaia	2008		20	13			19	15	
Santa Rita do Araguaia	2009		20	13			19	15	
Santa Rita do Araguaia	2010		20	13			18	15	
Santa Rita do Araguaia	2011		20	13			15	13	
Santa Rita do Araguaia	2012		20	19			16	16	
Santa Rita do Araguaia	2013		16	19			16	16	
Santa Rita do Araguaia	2014		16	19			15	16	
Santa Rita do Araguaia	2015		16	16			13	16	
Santa Rita do Araguaia	2016		16	15			13	15	
Santa Rita do Araguaia	2017		16	16			13	16	
Santa Rita do Novo Destino	2002		14	14					
Santa Rita do Novo Destino	2003		14	11					
Santa Rita do Novo Destino	2004		14	11					
Santa Rita do Novo Destino	2005		12	12					
Santa Rita do Novo Destino	2006		13	11					
Santa Rita do Novo Destino	2007		13	11					
Santa Rita do Novo Destino	2008		13	12			13	12	
Santa Rita do Novo Destino	2009		13	11			11	13	
Santa Rita do Novo Destino	2010		16	13			10	15	
Santa Rita do Novo Destino	2011		16	12			9	12	
Santa Rita do Novo Destino	2012		16	21			11	22	
Santa Rita do Novo Destino	2013		14	17			9	19	
Santa Rita do Novo Destino	2014		14	18			9	20	
Santa Rita do Novo Destino	2015		14	19			9	19	
Santa Rita do Novo Destino	2016		14	19			9	19	
Santa Rita do Novo Destino	2017		14	21			10	22	
Santa Rosa de Goiás	2002		10	8					
Santa Rosa de Goiás	2003		12	8					
Santa Rosa de Goiás	2004		10	8					
Santa Rosa de Goiás	2005		10	9					
Santa Rosa de Goiás	2006		10	7					
Santa Rosa de Goiás	2007		10	9					
Santa Rosa de Goiás	2008		11	12			8	8	
Santa Rosa de Goiás	2009		11	12			8	8	
Santa Rosa de Goiás	2010		11	12			7	8	
Santa Rosa de Goiás	2011		12	9			7	9	
Santa Rosa de Goiás	2012		14	9			7	9	
Santa Rosa de Goiás	2013		7	9			7	9	
Santa Rosa de Goiás	2014		7	9			7	8	
Santa Rosa de Goiás	2015		7	8			6	8	
Santa Rosa de Goiás	2016		7	8			6	8	
Santa Rosa de Goiás	2017		7	8			7	8	
Santa Tereza de Goiás	2002		25	14					
Santa Tereza de Goiás	2003		24	15					
Santa Tereza de Goiás	2004		24	17					
Santa Tereza de Goiás	2005		25	17					
Santa Tereza de Goiás	2006		24	14					
Santa Tereza de Goiás	2007		24	15					
Santa Tereza de Goiás	2008		39	15			19	17	
Santa Tereza de Goiás	2009		39	15			19	21	
Santa Tereza de Goiás	2010		40	15			20	20	
Santa Tereza de Goiás	2011		40	16			20	16	
Santa Tereza de Goiás	2012		23	16			17	19	
Santa Tereza de Goiás	2013		19	20			15	19	
Santa Tereza de Goiás	2014		19	21			16	19	
Santa Tereza de Goiás	2015		19	21			16	19	
Santa Tereza de Goiás	2016		18	21			15	18	
Santa Tereza de Goiás	2017		19	18			16	16	
Santa Terezinha de Goiás	2002		41	49	24				
Santa Terezinha de Goiás	2003		44	38	23				
Santa Terezinha de Goiás	2004		44	43	25				
Santa Terezinha de Goiás	2005		46	38	20				
Santa Terezinha de Goiás	2006		45	38	9				
Santa Terezinha de Goiás	2007		40	42	9				
Santa Terezinha de Goiás	2008		42	41	9		37	38	9
Santa Terezinha de Goiás	2009		42	50	9		35	49	9
Santa Terezinha de Goiás	2010		42	53	9		29	53	9
Santa Terezinha de Goiás	2011		42	45	9		32	45	9
Santa Terezinha de Goiás	2012		37	44	26		28	43	15
Santa Terezinha de Goiás	2013		37	43	15		26	45	10
Santa Terezinha de Goiás	2014		37	45	16		26	45	16
Santa Terezinha de Goiás	2015		37	53	16		25	51	16
Santa Terezinha de Goiás	2016		37	51	16		24	48	15
Santa Terezinha de Goiás	2017		36	51	16		27	49	16
Santo Antônio da Barra	2002		8	23					
Santo Antônio da Barra	2003		8	21					
Santo Antônio da Barra	2004		8	24					
Santo Antônio da Barra	2005		8	22					
Santo Antônio da Barra	2006		8	27					
Santo Antônio da Barra	2007		8	27					
Santo Antônio da Barra	2008		8	27			8	25	
Santo Antônio da Barra	2009		8	28			8	25	
Santo Antônio da Barra	2010		8	28			8	25	
Santo Antônio da Barra	2011		8	27			8	27	
Santo Antônio da Barra	2012		8	28			8	30	
Santo Antônio da Barra	2013		8	23			8	22	
Santo Antônio da Barra	2014		9	25			9	23	
Santo Antônio da Barra	2015		9	26			9	24	
Santo Antônio da Barra	2016		12	26			10	17	
Santo Antônio da Barra	2017		12	26			12	24	
Santo Antônio de Goiás	2002		9	8	4				
Santo Antônio de Goiás	2003		9	8	4				
Santo Antônio de Goiás	2004		9	8	4				
Santo Antônio de Goiás	2005		9	12	4				
Santo Antônio de Goiás	2006		9	11	6				
Santo Antônio de Goiás	2007		9	11	7				
Santo Antônio de Goiás	2008		10	13	7		9	12	6
Santo Antônio de Goiás	2009		10	16	8		9	12	5
Santo Antônio de Goiás	2010		10	16	9		8	12	5
Santo Antônio de Goiás	2011		10	16	9		8	16	5
Santo Antônio de Goiás	2012		8	31	9		8	19	5
Santo Antônio de Goiás	2013		8	18	9		8	18	5
Santo Antônio de Goiás	2014		8	18	9		8	18	5
Santo Antônio de Goiás	2015		8	18	9		8	18	5
Santo Antônio de Goiás	2016		8	20	9		8	20	5
Santo Antônio de Goiás	2017		8	20	9		8	20	5
Santo Antônio do Descoberto	2002		65	152	54				
Santo Antônio do Descoberto	2003		65	150	81				
Santo Antônio do Descoberto	2004		55	208	77				
Santo Antônio do Descoberto	2005		57	207	56				
Santo Antônio do Descoberto	2006		55	232	43				
Santo Antônio do Descoberto	2007		55	230	40				
Santo Antônio do Descoberto	2008		82	219	43		76	215	39
Santo Antônio do Descoberto	2009		82	256	51		74	249	46
Santo Antônio do Descoberto	2010		82	247	65		80	239	61
Santo Antônio do Descoberto	2011		82	246	59		77	246	53
Santo Antônio do Descoberto	2012		51	245	53		54	247	54
Santo Antônio do Descoberto	2013		53	251	95		56	248	77
Santo Antônio do Descoberto	2014		53	250	102		50	252	84
Santo Antônio do Descoberto	2015		51	263	103		46	251	84
Santo Antônio do Descoberto	2016		55	263	106		48	244	82
Santo Antônio do Descoberto	2017		59	267	103		51	250	84
São Domingos	2002		33	43					
São Domingos	2003		43	45					
São Domingos	2004		33	40					
São Domingos	2005		33	44					
São Domingos	2006		34	53					
São Domingos	2007		33	53					
São Domingos	2008		50	48			36	45	
São Domingos	2009		50	48			32	45	
São Domingos	2010		50	53			33	48	
São Domingos	2011		50	51			37	51	
São Domingos	2012		48	55			26	50	
São Domingos	2013		30	55			28	50	
São Domingos	2014		28	49			27	47	
São Domingos	2015		28	54			25	52	
São Domingos	2016		28	54			28	53	
São Domingos	2017		28	50			28	51	
São Francisco de Goiás	2002		18	12	6				
São Francisco de Goiás	2003		17	12	8				
São Francisco de Goiás	2004		16	14	8				
São Francisco de Goiás	2005		17	16	8				
São Francisco de Goiás	2006		17	14	8				
São Francisco de Goiás	2007		18	12	6				
São Francisco de Goiás	2008		19	12	6		16	12	3
São Francisco de Goiás	2009		20	12	7		16	12	6
São Francisco de Goiás	2010		20	12	7		14	12	6
São Francisco de Goiás	2011		20	12	7		14	12	7
São Francisco de Goiás	2012		18	10	8		14	14	8
São Francisco de Goiás	2013		18	10	8		14	13	8
São Francisco de Goiás	2014		18	10	8		16	14	7
São Francisco de Goiás	2015		18	14	6		14	14	6
São Francisco de Goiás	2016		18	14	6		14	14	6
São Francisco de Goiás	2017		17	9	6		13	14	6
São João d'Aliança	2002		15	38	6				
São João d'Aliança	2003		13	44	5				
São João d'Aliança	2004		16	39	5				
São João d'Aliança	2005		15	44	13				
São João d'Aliança	2006		16	42	8				
São João d'Aliança	2007		13	40	8				
São João d'Aliança	2008		18	44	8		23	45	8
São João d'Aliança	2009		15	42	8		18	57	8
São João d'Aliança	2010		16	42	8		22	57	8
São João d'Aliança	2011		16	42	8		23	42	8
São João d'Aliança	2012		12	60	8		25	54	8
São João d'Aliança	2013		12	58	8		25	50	8
São João d'Aliança	2014		12	59	8		25	51	8
São João d'Aliança	2015		12	58	8		25	54	8
São João d'Aliança	2016		12	60	8		12	57	7
São João d'Aliança	2017		13	66	8		13	76	8
São João da Paraúna	2002		8	8					
São João da Paraúna	2003		9	12					
São João da Paraúna	2004		8	10					
São João da Paraúna	2005		9	7					
São João da Paraúna	2006		9	7					
São João da Paraúna	2007		9	7					
São João da Paraúna	2008		9	6			4	6	
São João da Paraúna	2009		9	6			4	6	
São João da Paraúna	2010		9	6			6	6	
São João da Paraúna	2011		9	6			6	6	
São João da Paraúna	2012		6	6			6	6	
São João da Paraúna	2013		9	6			6	6	
São João da Paraúna	2014		10	6			5	6	
São João da Paraúna	2015		10	6			4	6	
São João da Paraúna	2016		10	7			5	7	
São João da Paraúna	2017		10	7			7	7	
São Luis de Montes Belos	2002		75	72	51				
São Luis de Montes Belos	2003		75	64	66				
São Luis de Montes Belos	2004		61	61	72				
São Luis de Montes Belos	2005		59	62	57				
São Luis de Montes Belos	2006		60	62	67				
São Luis de Montes Belos	2007		63	74	58				
São Luis de Montes Belos	2008		91	77	61		58	74	58
São Luis de Montes Belos	2009		90	81	76		59	77	70
São Luis de Montes Belos	2010		90	83	77		58	79	73
São Luis de Montes Belos	2011		81	82	72		72	82	68
São Luis de Montes Belos	2012		53	81	73		52	79	67
São Luis de Montes Belos	2013		53	84	83		51	79	75
São Luis de Montes Belos	2014		55	93	83		49	88	74
São Luis de Montes Belos	2015		63	104	89		60	100	80
São Luis de Montes Belos	2016		69	107	89		58	98	82
São Luis de Montes Belos	2017		60	108	81		49	99	72
São Luiz do Norte	2002		19	10					
São Luiz do Norte	2003		18	10					
São Luiz do Norte	2004		6	19					
São Luiz do Norte	2005		13	19					
São Luiz do Norte	2006		12	20					
São Luiz do Norte	2007		8	21					
São Luiz do Norte	2008		19	22			9	24	
São Luiz do Norte	2009		19	22			7	22	
São Luiz do Norte	2010		19	21			8	21	
São Luiz do Norte	2011		19	20			8	20	
São Luiz do Norte	2012		19	20			10	20	
São Luiz do Norte	2013		24	20			10	19	
São Luiz do Norte	2014		24	21			8	21	
São Luiz do Norte	2015		24	21			8	21	
São Luiz do Norte	2016		24	20			7	20	
São Luiz do Norte	2017		24	22			8	22	
São Miguel do Araguaia	2002		61	59	18				
São Miguel do Araguaia	2003		48	63	28				
São Miguel do Araguaia	2004		39	66	51				
São Miguel do Araguaia	2005		39	73	42				
São Miguel do Araguaia	2006		39	87	39				
São Miguel do Araguaia	2007		39	81	39				
São Miguel do Araguaia	2008		63	86	29		45	74	29
São Miguel do Araguaia	2009		63	85	21		41	73	21
São Miguel do Araguaia	2010		63	86	31		39	73	30
São Miguel do Araguaia	2011		63	83	22		41	83	22
São Miguel do Araguaia	2012		50	82	22		44	89	22
São Miguel do Araguaia	2013		38	82	27		42	81	27
São Miguel do Araguaia	2014		39	82	28		43	81	28
São Miguel do Araguaia	2015		41	107	38		40	104	36
São Miguel do Araguaia	2016		43	113	22		37	109	18
São Miguel do Araguaia	2017		45	104	12		40	103	12
São Miguel do Passa Quatro	2002		9	27	4				
São Miguel do Passa Quatro	2003		9	26	4				
São Miguel do Passa Quatro	2004		9	28					
São Miguel do Passa Quatro	2005		9	38					
São Miguel do Passa Quatro	2006		9	27					
São Miguel do Passa Quatro	2007		9	27					
São Miguel do Passa Quatro	2008		10	28			8	31	
São Miguel do Passa Quatro	2009		10	29			8	32	
São Miguel do Passa Quatro	2010		10	27			6	31	
São Miguel do Passa Quatro	2011		10	28			5	28	
São Miguel do Passa Quatro	2012		10	30			7	32	
São Miguel do Passa Quatro	2013		9	27			7	25	
São Miguel do Passa Quatro	2014		8	29			7	27	
São Miguel do Passa Quatro	2015		8	34			7	28	
São Miguel do Passa Quatro	2016		8	33			7	28	
São Miguel do Passa Quatro	2017		7	34			7	32	
São Patrício	2002		7	7					
São Patrício	2003		7	7					
São Patrício	2004		7	7					
São Patrício	2005		7	6					
São Patrício	2006		7	7					
São Patrício	2007		7	6					
São Patrício	2008		7	6			6	6	
São Patrício	2009		7	6			6	6	
São Patrício	2010		7	6			6	6	
São Patrício	2011		7	6			6	6	
São Patrício	2012		6	6			6	8	
São Patrício	2013		6	6			6	9	
São Patrício	2014		6	9			6	9	
São Patrício	2015		6	11			6	11	
São Patrício	2016		7	11			6	11	
São Patrício	2017		7	8			7	8	
São Simão	2002		31	44	13				
São Simão	2003		31	44					
São Simão	2004		30	46					
São Simão	2005		30	56	8				
São Simão	2006		30	60	9				
São Simão	2007		30	74	9				
São Simão	2008		42	69	9		34	70	9
São Simão	2009		42	70	9		30	76	9
São Simão	2010		42	70	9		32	80	9
São Simão	2011		42	80	9		31	80	9
São Simão	2012		34	80	9		28	87	9
São Simão	2013		32	81	9		26	88	9
São Simão	2014		32	83	9		25	89	9
São Simão	2015		32	82	9		25	83	9
São Simão	2016		32	82	7		21	82	7
São Simão	2017		28	89			24	88	
Senador Canedo	2002		33	176	57				
Senador Canedo	2003		37	200	64				
Senador Canedo	2004		44	215	64				
Senador Canedo	2005		55	220	81				
Senador Canedo	2006		72	238	70				
Senador Canedo	2007		71	252	98				
Senador Canedo	2008		122	272	80		74	270	76
Senador Canedo	2009		132	275	78		79	279	73
Senador Canedo	2010		112	295	99		79	288	94
Senador Canedo	2011		129	302	92		68	302	86
Senador Canedo	2012		63	322	100		63	324	93
Senador Canedo	2013		53	347	107		63	349	95
Senador Canedo	2014		55	372	105		62	368	97
Serranópolis	2002		11	50	1				
Serranópolis	2003		10	50	1				
Serranópolis	2004		10	47	1				
Serranópolis	2005		11	49	1				
Serranópolis	2006		11	44	1				
Serranópolis	2007		9	40	1				
Serranópolis	2008		12	39	5		11	39	4
Serranópolis	2009		12	40	5		12	39	5
Serranópolis	2010		12	40	5		12	39	5
Serranópolis	2011		13	46	4		13	46	3
Serranópolis	2012		13	43	5		14	43	4
Serranópolis	2013		12	47	5		14	47	4
Serranópolis	2014		12	50	4		14	44	3
Serranópolis	2015		12	46	4		13	42	3
Serranópolis	2016		13	45	4		12	39	3
Serranópolis	2017		13	42	4		11	37	4
Silvânia	2002		63	41	3				
Silvânia	2003		26	47	44				
Silvânia	2004		27	45	48				
Silvânia	2005		25	53	50				
Silvânia	2006		30	50	50				
Silvânia	2007		39	47	52				
Silvânia	2008		40	53	52		37	54	39
Silvânia	2009		37	54	52		36	58	39
Silvânia	2010		37	52	55		33	61	44
Silvânia	2011		37	51	49		30	51	39
Silvânia	2012		34	51	52		28	58	39
Silvânia	2013		32	54	58		27	55	48
Silvânia	2014		20	72	59		19	77	56
Silvânia	2015		20	74	59		18	74	57
Silvânia	2016		20	86	54		16	82	52
Silvânia	2017		20	115	51		16	82	50
Simolândia	2002		17	23	6				
Simolândia	2003		17	24	5				
Simolândia	2004		16	26					
Simolândia	2005		15	27					
Simolândia	2006		17	27	5				
Simolândia	2007		16	27	6				
Simolândia	2008		17	30	6		14	29	6
Simolândia	2009		17	29	7		16	27	7
Simolândia	2010		17	30	7		16	25	7
Simolândia	2011		17	28	7		13	28	7
Simolândia	2012		17	28	7		12	22	7
Simolândia	2013		13	28	7		13	25	7
Simolândia	2014		13	36	6		13	28	6
Simolândia	2015		14	32	6		14	24	6
Simolândia	2016		14	31	6		14	21	6
Simolândia	2017		14	35	6		14	27	6
Sítio d'Abadia	2002		14	18					
Sítio d'Abadia	2003		14	19					
Sítio d'Abadia	2004		15	17					
Sítio d'Abadia	2005		13	17					
Sítio d'Abadia	2006		13	16					
Sítio d'Abadia	2007		13	16					
Sítio d'Abadia	2008		15	17			14	18	
Sítio d'Abadia	2009		11	22			10	21	
Sítio d'Abadia	2010		12	23			11	22	
Sítio d'Abadia	2011		12	26			11	26	
Sítio d'Abadia	2012		12	24			18	24	
Sítio d'Abadia	2013		12	21			8	22	
Sítio d'Abadia	2014		12	15			12	15	
Sítio d'Abadia	2015		12	15			11	17	
Sítio d'Abadia	2016		12	16			11	16	
Sítio d'Abadia	2017		12	16			12	16	
Taquaral de Goiás	2002		11	12					
Taquaral de Goiás	2003		11	12					
Taquaral de Goiás	2004		11	9					
Taquaral de Goiás	2005		11	9					
Taquaral de Goiás	2006		11	9					
Taquaral de Goiás	2007		12	9					
Taquaral de Goiás	2008		12	10			8	10	
Taquaral de Goiás	2009		12	9			6	9	
Taquaral de Goiás	2010		12	10			8	10	
Taquaral de Goiás	2011		12	12			9	12	
Taquaral de Goiás	2012		10	12			8	12	
Taquaral de Goiás	2013		9	12			8	12	
Taquaral de Goiás	2014		9	12			8	12	
Taquaral de Goiás	2015		9	12			8	12	
Taquaral de Goiás	2016		9	12			7	12	
Taquaral de Goiás	2017		9	11			9	11	
Teresina de Goiás	2002		16	17					
Teresina de Goiás	2003		10	14					
Teresina de Goiás	2004		9	20					
Teresina de Goiás	2005		11	15					
Teresina de Goiás	2006		10	16					
Teresina de Goiás	2007		10	14					
Teresina de Goiás	2008		10	15			10	15	
Teresina de Goiás	2009		12	15			12	15	
Teresina de Goiás	2010		13	13			11	13	
Teresina de Goiás	2011		11	11			10	11	
Teresina de Goiás	2012		13	14			9	14	
Teresina de Goiás	2013		11	16			9	16	
Teresina de Goiás	2014		11	14			10	15	
Teresina de Goiás	2015		10	15			9	16	
Teresina de Goiás	2016		11	15			10	15	
Teresina de Goiás	2017		10	16			10	16	
Terezópolis de Goiás	2002		13	16	8				
Terezópolis de Goiás	2003		12	20	8				
Terezópolis de Goiás	2004		11	20	9				
Terezópolis de Goiás	2005		11	22	9				
Terezópolis de Goiás	2006		11	22					
Terezópolis de Goiás	2007		9	22	8				
Terezópolis de Goiás	2008		13	23	8		10	23	1
Terezópolis de Goiás	2009		13	21	8		11	21	1
Terezópolis de Goiás	2010		13	21	7		11	22	1
Terezópolis de Goiás	2011		13	21	7		10	21	1
Terezópolis de Goiás	2012		13	21	7		10	22	1
Terezópolis de Goiás	2013		11	21			10	22	
Terezópolis de Goiás	2014		11	22	9		10	23	2
Terezópolis de Goiás	2015		14	23	9		10	24	2
Terezópolis de Goiás	2016		11	24	9		10	21	2
Terezópolis de Goiás	2017		10	28	9		10	27	1
Três Ranchos	2002		13	8					
Três Ranchos	2003		13	8					
Três Ranchos	2004		11	8					
Três Ranchos	2005		11	7					
Três Ranchos	2006		13	9					
Três Ranchos	2007		13	10					
Três Ranchos	2008		13	9			9	8	
Três Ranchos	2009		13	9			8	8	
Três Ranchos	2010		13	9			7	8	
Três Ranchos	2011		13	9			7	9	
Três Ranchos	2012		13	9			7	8	
Três Ranchos	2013		13	7			7	7	
Três Ranchos	2014		13	7			10	7	
Três Ranchos	2015		13	12			9	14	
Três Ranchos	2016		13	13			11	13	
Três Ranchos	2017		13	13			9	13	
Trindade	2002		225	98	104				
Trindade	2003		207	101	165				
Trindade	2004		221	122	165				
Trindade	2005		206	115	174				
Trindade	2006		205	126	156				
Trindade	2007		192	131	174				
Trindade	2008		264	169	176		198	167	153
Trindade	2009		217	158	164		199	175	147
Trindade	2010		216	179	197		209	200	180
Trindade	2011		201	182	182		211	182	160
Trindade	2012		186	178	221		207	199	166
Trindade	2013		174	189	194		211	215	138
Trindade	2014		189	176	189		223	202	138
Trombas	2002		14	10					
Trombas	2003		14	12					
Trombas	2004		14	16					
Trombas	2005		13	18					
Trombas	2006		11	18					
Trombas	2007		15	19					
Trombas	2008		16	19			11	21	
Trombas	2009		16	19			11	19	
Trombas	2010		16	19			11	19	
Trombas	2011		16	14			11	14	
Trombas	2012		16	14			9	13	
Trombas	2013		10	14			8	14	
Trombas	2014		11	13			9	15	
Trombas	2015		10	14			9	13	
Trombas	2016		7	15			7	12	
Trombas	2017		7	13			7	12	
Turvânia	2002		19	6					
Turvânia	2003		19	6					
Turvânia	2004		14	6	6				
Turvânia	2005		15	10	6				
Turvânia	2006		14	8	6				
Turvânia	2007		14	8					
Turvânia	2008		16	8			16	8	
Turvânia	2009		16	11			13	11	
Turvânia	2010		16	11			13	11	
Turvânia	2011		16	11			12	11	
Turvânia	2012		15	16			11	18	
Turvânia	2013		16	19			12	17	
Turvânia	2014		10	27			10	20	
Turvânia	2015		11	15			11	15	
Turvânia	2016		10	29			9	18	
Turvânia	2017		10	29			10	15	
Turvelândia	2002		7	17					
Turvelândia	2003		7	18					
Turvelândia	2004		7	19					
Turvelândia	2005		7	17					
Turvelândia	2006		7	17					
Turvelândia	2007		7	15					
Turvelândia	2008		8	18			8	20	
Turvelândia	2009		11	23			7	19	
Turvelândia	2010		10	23			7	21	
Turvelândia	2011		10	23			7	23	
Turvelândia	2012		10	23			7	18	
Turvelândia	2013		7	23			7	19	
Turvelândia	2014		7	27			7	22	
Turvelândia	2015		7	27			7	22	
Turvelândia	2016		7	27			7	22	
Turvelândia	2017		7	30			7	26	
Uirapuru	2002		6	22					
Uirapuru	2003		6	23					
Uirapuru	2004		6	25	1				
Uirapuru	2005		6	25	1				
Uirapuru	2006		12	27	4				
Uirapuru	2007		13	15	4				
Uirapuru	2008		14	18	4		13	20	4
Uirapuru	2009		14	15	4		14	15	4
Uirapuru	2010		14	16	4		13	16	4
Uirapuru	2011		14	16	4		13	16	4
Uirapuru	2012		13	15	4		13	20	4
Uirapuru	2013		13	16	4		13	19	4
Uirapuru	2014		13	17	4		12	13	4
Uirapuru	2015		13	17	4		12	18	4
Uirapuru	2016		13	24	4		10	22	4
Uirapuru	2017		13	21	4		11	21	4
Uruaçu	2002		136	76	54				
Uruaçu	2003		117	72	63				
Uruaçu	2004		121	72	64				
Uruaçu	2005		119	72	67				
Uruaçu	2006		118	77	62				
Uruaçu	2007		108	73	61				
Uruaçu	2008		158	79	67		126	75	57
Uruana	2002		72	30	11				
Uruana	2003		71	32	12				
Uruana	2004		73	26	13				
Uruana	2005		70	32	10				
Uruana	2006		70	39	10				
Uruana	2007		61	38	18				
Uruana	2008		87	35	11		52	47	9
Uruana	2009		88	35	9		51	50	9
